ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2022-11-10,Nicholls State,,Mobile,REG (Non-Conf),W 70-61,,6,1,1,1.000,0,0,1,1,1.000,1.000,0,0,1,0,1,0,0,0,0,1,2,2.0,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
2,2,2,2022-11-13,Nicholls State,,Alabama A&M,REG (Non-Conf),W 60-55,,3,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
3,3,3,2022-11-15,Nicholls State,@,UAB,REG (Non-Conf),L 40-69,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
4,4,4,2022-11-18,Nicholls State,,Grand Canyon,REG (Non-Conf),L 41-79,,11,0,0,,0,0,0,0,,,0,0,1,1,2,1,0,0,0,1,0,1.3,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
5,5,5,2022-11-22,Nicholls State,@,Mississippi Valley State,REG (Non-Conf),L 49-64,,3,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
6,6,7,2022-11-26,Nicholls State,N,Mississippi Valley State,REG (Non-Conf),W 84-74,,2,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,1,0,-0.1,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
7,7,8,2022-11-29,Nicholls State,,New Mexico,REG (Non-Conf),L 55-72,,2,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
8,8,13,2023-01-05,Nicholls State,@,Texas A&M–Commerce,REG (Conf),L 48-81,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
9,9,15,2023-01-12,Nicholls State,@,Lamar,REG (Conf),W 80-74 (OT),,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,1,0,0.6,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
10,10,19,2023-01-26,Nicholls State,@,Texas A&M–Corpus Christi,REG (Conf),L 47-86,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
11,11,24,2023-02-16,Nicholls State,,Texas A&M–Corpus Christi,REG (Conf),L 50-59,,5,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,1,0,1,0,0.6,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
12,12,25,2023-02-18,Nicholls State,,Incarnate Word,REG (Conf),L 50-65,,1,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Khia Lee,https://www.sports-reference.com/cbb/players/khia-lee-1.html,nicholls-state,2022-23
