ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,79,1,2021-11-09,Washington State,,San Jose State,REG (Non-Conf),W 86-56,,5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Shir Levy,https://www.sports-reference.com/cbb/players/shir-levy-1.html,washington-state,2021-22
2,80,3,2021-11-21,Washington State,@,Idaho,REG (Non-Conf),W 73-59,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Shir Levy,https://www.sports-reference.com/cbb/players/shir-levy-1.html,washington-state,2021-22
3,81,5,2021-11-27,Washington State,@,NC State,REG (Non-Conf),L 34-62,,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Shir Levy,https://www.sports-reference.com/cbb/players/shir-levy-1.html,washington-state,2021-22
4,82,7,2021-12-04,Washington State,@,UC Davis,REG (Non-Conf),W 71-49,,3,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Shir Levy,https://www.sports-reference.com/cbb/players/shir-levy-1.html,washington-state,2021-22
5,83,10,2021-12-18,Washington State,@,Brigham Young,REG (Non-Conf),L 53-71,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Shir Levy,https://www.sports-reference.com/cbb/players/shir-levy-1.html,washington-state,2021-22
6,84,12,2021-12-31,Washington State,,California,REG (Conf),W 69-42,,5,1,1,1.000,1,1,1.000,0,0,1.500,0,0,0,0,0,1,0,0,0,1,3,3.0,Shir Levy,https://www.sports-reference.com/cbb/players/shir-levy-1.html,washington-state,2021-22
7,85,13,2022-01-02,Washington State,,Stanford,REG (Conf),L 44-82,,4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Shir Levy,https://www.sports-reference.com/cbb/players/shir-levy-1.html,washington-state,2021-22
8,86,19,2022-01-30,Washington State,@,Washington,REG (Conf),W 57-43,,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Shir Levy,https://www.sports-reference.com/cbb/players/shir-levy-1.html,washington-state,2021-22
9,87,21,2022-02-06,Washington State,@,Utah,REG (Conf),L 66-72,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Shir Levy,https://www.sports-reference.com/cbb/players/shir-levy-1.html,washington-state,2021-22
10,88,22,2022-02-09,Washington State,,Oregon,REG (Conf),L 30-83,,8,1,1,1.000,1,1,1.000,0,0,1.500,0,0,0,0,0,0,0,0,0,2,3,1.9,Shir Levy,https://www.sports-reference.com/cbb/players/shir-levy-1.html,washington-state,2021-22
