ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,32,1,2024-11-04,Penn State,,Bucknell,REG (Non-Conf),W 90-68,*,24,8,18,.444,0,0,8,18,.444,.444,5,9,.556,9,4,13,1,0,4,6,2,21,14.2,Gracie Merkle,https://www.sports-reference.com/cbb/players/gracie-merkle-1.html,penn-state,2024-25
2,33,2,2024-11-07,Penn State,,Canisius,REG (Non-Conf),W 89-57,*,16,9,13,.692,0,0,9,13,.692,.692,2,3,.667,2,4,6,2,0,3,2,3,20,17.0,Gracie Merkle,https://www.sports-reference.com/cbb/players/gracie-merkle-1.html,penn-state,2024-25
3,34,3,2024-11-10,Penn State,,Duquesne,REG (Non-Conf),W 92-83,*,11,5,9,.556,0,0,5,9,.556,.556,3,6,.500,5,0,5,1,0,0,3,4,13,7.1,Gracie Merkle,https://www.sports-reference.com/cbb/players/gracie-merkle-1.html,penn-state,2024-25
4,35,4,2024-11-14,Penn State,,Niagara,REG (Non-Conf),W 101-45,*,15,10,12,.833,0,0,10,12,.833,.833,4,4,1.000,3,4,7,1,0,3,2,1,24,23.3,Gracie Merkle,https://www.sports-reference.com/cbb/players/gracie-merkle-1.html,penn-state,2024-25
5,36,5,2024-11-17,Penn State,,Monmouth,REG (Non-Conf),W 100-55,*,22,9,13,.692,0,0,9,13,.692,.692,2,5,.400,6,6,12,1,0,2,4,2,20,16.6,Gracie Merkle,https://www.sports-reference.com/cbb/players/gracie-merkle-1.html,penn-state,2024-25
6,37,6,2024-11-21,Penn State,N,Marshall,REG (Non-Conf),W 74-59,*,23,11,14,.786,0,0,11,14,.786,.786,6,8,.750,8,3,11,0,0,1,1,2,28,27.2,Gracie Merkle,https://www.sports-reference.com/cbb/players/gracie-merkle-1.html,penn-state,2024-25
7,38,7,2024-11-23,Penn State,N,Georgia,REG (Non-Conf),W 67-47,*,31,6,11,.545,0,0,6,11,.545,.545,0,0,,2,9,11,4,1,4,7,3,12,9.2,Gracie Merkle,https://www.sports-reference.com/cbb/players/gracie-merkle-1.html,penn-state,2024-25
8,39,8,2024-11-27,Penn State,,Drexel,REG (Non-Conf),W 86-78 (OT),*,27,11,17,.647,0,0,11,17,.647,.647,9,11,.818,6,5,11,1,1,1,2,0,31,28.8,Gracie Merkle,https://www.sports-reference.com/cbb/players/gracie-merkle-1.html,penn-state,2024-25
9,40,9,2024-12-02,Penn State,,St. John's (NY),REG (Non-Conf),L 67-72,*,23,6,7,.857,0,0,6,7,.857,.857,1,1,1.000,1,5,6,1,0,1,3,2,13,10.3,Gracie Merkle,https://www.sports-reference.com/cbb/players/gracie-merkle-1.html,penn-state,2024-25
10,41,10,2024-12-07,Penn State,,Indiana,REG (Conf),L 60-75,*,24,6,8,.750,0,0,6,8,.750,.750,4,5,.800,1,3,4,0,1,0,2,2,16,12.2,Gracie Merkle,https://www.sports-reference.com/cbb/players/gracie-merkle-1.html,penn-state,2024-25
