ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,5,15,2023-01-09,Howard,@,Maryland Eastern Shore,REG (Conf),W 56-47,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
2,6,16,2023-01-14,Howard,@,Norfolk State,REG (Conf),L 37-64,,8,3,4,.750,0,0,3,4,.750,.750,0,0,,0,0,0,0,0,0,0,1,6,4.0,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
3,7,17,2023-01-21,Howard,,Morgan State,REG (Conf),L 49-71,,14,0,1,.000,0,0,0,1,.000,.000,0,0,,2,1,3,0,0,2,3,2,0,-1.4,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
4,8,18,2023-01-23,Howard,,Coppin State,REG (Conf),W 62-58,,5,0,1,.000,0,0,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
5,9,19,2023-01-28,Howard,,North Carolina Central,REG (Conf),W 75-54,,3,0,1,.000,0,0,0,1,.000,.000,0,0,,2,0,2,0,0,0,0,0,0,0.7,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
6,10,20,2023-01-30,Howard,,South Carolina State,REG (Conf),W 67-35,,12,0,4,.000,0,0,0,4,.000,.000,2,2,1.000,0,2,2,0,1,0,0,1,2,0.4,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
7,11,21,2023-02-11,Howard,@,Delaware State,REG (Conf),W 57-42,,7,0,2,.000,0,0,0,2,.000,.000,0,0,,2,0,2,0,0,0,0,0,0,0.0,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
8,12,22,2023-02-13,Howard,,Maryland Eastern Shore,REG (Conf),W 80-59,,8,0,0,,0,0,0,0,,,2,4,.500,0,0,0,0,0,0,0,1,2,0.8,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
9,13,23,2023-02-18,Howard,@,Coppin State,REG (Conf),L 41-52,,2,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
10,14,26,2023-02-27,Howard,@,South Carolina State,REG (Conf),W 60-55,,5,0,0,,0,0,0,0,,,0,0,,0,2,2,0,0,0,0,0,0,0.6,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
11,15,28,2023-03-09,Howard,N,Delaware State,CTOURN,W 67-35,,2,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Amirah Allen,https://www.sports-reference.com/cbb/players/amirah-allen-1.html,howard,2022-23
