player_sr_link,player_name,number,class,pos,height,school,season
https://www.sports-reference.com/cbb/players/tera-reed-1.html,Tera Reed,24,FR,G,6-0,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/danielle-hammond-1.html,Danielle Hammond,30,SO,C,6-4,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/taya-robinson-1.html,Taya Robinson,1,FR,G,5-10,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/jailyn-maddox-1.html,Jailyn Maddox,20,SO,G,5-10,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/nyra-williams-1.html,Nyra Williams,3,SO,G,5-5,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/sydnei-archie-1.html,Sydnei Archie,22,FR,F,5-10,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/niya-johnson-2.html,Niya Johnson,42,FR,G,5-6,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/bria-gibson-1.html,Bria Gibson,32,JR,F,6-1,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/delphynia-sparks-1.html,Delphynia Sparks,21,FR,G,5-8,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/sandra-skinner-1.html,Sandra Skinner,23,JR,F,6-1,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/olga-petrova-1.html,Olga Petrova,12,FR,G,5-8,virginia-commonwealth,2018
https://www.sports-reference.com/cbb/players/sofya-pashigoreva-1.html,Sofya Pashigoreva,25,FR,C,6-6,virginia-commonwealth,2018
