ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,3,2023-11-18,South Dakota State,@,UT Martin,REG (Non-Conf),W 55-38,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,1,0,0,0,1,0,0.3,Natalie Nielsen,https://www.sports-reference.com/cbb/players/natalie-nielsen-1.html,south-dakota-state,2023-24
2,2,4,2023-11-20,South Dakota State,@,South Carolina,REG (Non-Conf),L 38-78,,8,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,2,0,2,0,0,0,1,1,2,1.7,Natalie Nielsen,https://www.sports-reference.com/cbb/players/natalie-nielsen-1.html,south-dakota-state,2023-24
3,3,5,2023-11-24,South Dakota State,,South Carolina State,REG (Non-Conf),W 72-42,,4,1,1,1.000,0,0,1,1,1.000,1.000,0,1,.000,0,0,0,0,0,0,0,0,2,1.3,Natalie Nielsen,https://www.sports-reference.com/cbb/players/natalie-nielsen-1.html,south-dakota-state,2023-24
4,4,6,2023-11-28,South Dakota State,,Washburn,REG (Non-Conf),W 95-58,,7,2,3,.667,0,0,2,3,.667,.667,3,4,.750,1,2,3,0,0,1,0,1,7,6.9,Natalie Nielsen,https://www.sports-reference.com/cbb/players/natalie-nielsen-1.html,south-dakota-state,2023-24
5,5,24,2024-02-15,South Dakota State,,Kansas City,REG (Conf),W 74-53,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,Natalie Nielsen,https://www.sports-reference.com/cbb/players/natalie-nielsen-1.html,south-dakota-state,2023-24
6,6,25,2024-02-17,South Dakota State,,Omaha,REG (Conf),W 79-57,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,Natalie Nielsen,https://www.sports-reference.com/cbb/players/natalie-nielsen-1.html,south-dakota-state,2023-24
7,7,27,2024-02-24,South Dakota State,@,St. Thomas,REG (Conf),W 97-63,,3,1,1,1.000,0,0,1,1,1.000,1.000,2,2,1.000,0,0,0,0,0,0,0,0,4,3.7,Natalie Nielsen,https://www.sports-reference.com/cbb/players/natalie-nielsen-1.html,south-dakota-state,2023-24
8,8,28,2024-02-29,South Dakota State,,North Dakota,REG (Conf),W 103-47,,4,2,2,1.000,0,0,2,2,1.000,1.000,0,0,,0,0,0,0,0,0,0,1,4,3.0,Natalie Nielsen,https://www.sports-reference.com/cbb/players/natalie-nielsen-1.html,south-dakota-state,2023-24
9,9,33,2024-03-23,South Dakota State,N,Utah,ROUND-64,L 54-68,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Natalie Nielsen,https://www.sports-reference.com/cbb/players/natalie-nielsen-1.html,south-dakota-state,2023-24
