ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,4,2022-11-15,Michigan State,,Oakland,REG (Non-Conf),W 85-39,,3,0,0,,0,0,,0,0,,2,2,1.000,0,0,0,0,1,0,1,0,2,2.0,Olivia Porter,https://www.sports-reference.com/cbb/players/olivia-porter-1.html,michigan-state,2022-23
2,2,5,2022-11-17,Michigan State,,Florida A&M,REG (Non-Conf),W 109-44,,3,0,0,,0,0,,0,0,,0,0,,1,0,1,1,0,0,1,0,0,0.4,Olivia Porter,https://www.sports-reference.com/cbb/players/olivia-porter-1.html,michigan-state,2022-23
3,3,6,2022-11-19,Michigan State,@,Central Michigan,REG (Non-Conf),W 84-54,,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,Olivia Porter,https://www.sports-reference.com/cbb/players/olivia-porter-1.html,michigan-state,2022-23
4,4,12,2022-12-18,Michigan State,,Detroit Mercy,REG (Non-Conf),W 91-41,,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,Olivia Porter,https://www.sports-reference.com/cbb/players/olivia-porter-1.html,michigan-state,2022-23
5,5,13,2022-12-20,Michigan State,,Prairie View A&M,REG (Non-Conf),W 98-50,,2,0,1,.000,0,1,.000,0,0,.000,0,0,,0,0,0,1,0,0,0,0,0,0.0,Olivia Porter,https://www.sports-reference.com/cbb/players/olivia-porter-1.html,michigan-state,2022-23
6,6,20,2023-01-22,Michigan State,,Rutgers,REG (Conf),W 85-63,,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Olivia Porter,https://www.sports-reference.com/cbb/players/olivia-porter-1.html,michigan-state,2022-23
