ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,15,2022-01-19,American,,Army,REG (Conf),W 80-65,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Sadie Stetson,https://www.sports-reference.com/cbb/players/sadie-stetson-1.html,american,2021-22
2,2,20,2022-02-05,American,@,Colgate,REG (Conf),L 60-74,,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.1,Sadie Stetson,https://www.sports-reference.com/cbb/players/sadie-stetson-1.html,american,2021-22
3,3,25,2022-02-22,American,,Lehigh,REG (Conf),W 64-45,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Sadie Stetson,https://www.sports-reference.com/cbb/players/sadie-stetson-1.html,american,2021-22
