ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,30,1,2024-11-04,UNLV,,Loyola Marymount,REG (Non-Conf),W 73-57,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
2,31,4,2024-11-15,UNLV,,Stonehill,REG (Non-Conf),W 93-57,,8,2,3,.667,0,0,2,3,.667,.667,1,1,1.000,0,1,1,0,0,0,0,1,5,3.6,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
3,32,5,2024-11-19,UNLV,,San Diego,REG (Non-Conf),W 88-54,,6,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,0,0,0,1,1,0,1,2,3.0,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
4,33,6,2024-11-22,UNLV,,Oklahoma,REG (Non-Conf),L 58-88,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,0,0,2,2.0,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
5,34,7,2024-11-27,UNLV,,UCF,REG (Non-Conf),W 71-52,,6,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,0,0,1,0,1,1,1,2,1.7,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
6,35,9,2024-12-08,UNLV,@,Baylor,REG (Non-Conf),L 64-71,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
7,36,10,2024-12-15,UNLV,@,DePaul,REG (Non-Conf),W 80-61,,4,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,1,0,1,0,0.6,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
8,37,12,2024-12-21,UNLV,,UC Riverside,REG (Non-Conf),W 80-57,,8,1,3,.333,0,0,1,3,.333,.333,0,0,,1,1,2,1,0,0,0,2,2,1.2,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
9,38,13,2024-12-29,UNLV,,Fresno State,REG (Conf),W 78-53,,3,1,1,1.000,0,0,1,1,1.000,1.000,2,2,1.000,1,0,1,0,0,0,0,1,4,4.0,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
10,39,14,2025-01-01,UNLV,@,San Jose State,REG (Conf),W 90-70,,4,0,0,,0,0,0,0,,,0,0,,0,2,2,0,0,0,0,1,0,0.2,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
11,40,18,2025-01-15,UNLV,,Air Force,REG (Conf),W 84-51,,3,0,0,,0,0,0,0,,,2,2,1.000,1,1,2,0,0,0,0,0,2,3.0,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
12,41,19,2025-01-19,UNLV,,Wyoming,REG (Conf),W 72-71 (OT),,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
13,42,20,2025-01-22,UNLV,@,Fresno State,REG (Conf),W 73-48,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
14,43,23,2025-02-05,UNLV,@,Utah State,REG (Conf),W 89-51,,4,0,0,,0,0,0,0,,,1,2,.500,1,1,2,0,0,0,0,0,1,1.6,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
15,44,24,2025-02-08,UNLV,,New Mexico,REG (Conf),W 90-65,,4,0,0,,0,0,0,0,,,0,0,,0,2,2,0,0,0,1,0,0,-0.4,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
16,45,26,2025-02-15,UNLV,@,Nevada,REG (Conf),W 64-50,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
17,46,28,2025-02-26,UNLV,,Boise State,REG (Conf),W 83-53,,5,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,1,1,1,1,0,0,0,2,3.7,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
18,47,29,2025-03-01,UNLV,,San Jose State,REG (Conf),W 89-56,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,1,1,2,0,0,0,0,0,2,2.7,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
19,48,31,2025-03-10,UNLV,N,Boise State,CTOURN,W 80-70,,0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Erica Collins,https://www.sports-reference.com/cbb/players/erica-collins-1.html,nevada-las-vegas,2024-25
