ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,12,3,2024-11-13,Pennsylvania,,Siena,REG (Non-Conf),W 78-47,,3,1,2,.500,0,0,1,2,.500,.500,0,0,1,0,1,0,0,0,0,0,2,1.7,Helena Lasic,https://www.sports-reference.com/cbb/players/helena-lasic-1.html,pennsylvania,2024-25
2,13,5,2024-11-20,Pennsylvania,@,Villanova,REG (Non-Conf),L 64-80,,1,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Helena Lasic,https://www.sports-reference.com/cbb/players/helena-lasic-1.html,pennsylvania,2024-25
3,14,7,2024-11-26,Pennsylvania,,Immaculata,REG (Non-Conf),W 114-39,,10,1,5,.200,0,0,1,5,.200,.200,0,0,2,2,4,1,0,1,0,1,2,1.9,Helena Lasic,https://www.sports-reference.com/cbb/players/helena-lasic-1.html,pennsylvania,2024-25
4,15,8,2024-11-29,Pennsylvania,N,Chattanooga,REG (Non-Conf),W 74-61,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Helena Lasic,https://www.sports-reference.com/cbb/players/helena-lasic-1.html,pennsylvania,2024-25
5,16,11,2024-12-20,Pennsylvania,,Delaware State,REG (Non-Conf),W 72-45,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,1,2,1.3,Helena Lasic,https://www.sports-reference.com/cbb/players/helena-lasic-1.html,pennsylvania,2024-25
6,17,17,2025-01-20,Pennsylvania,,Harvard,REG (Conf),L 44-73,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Lasic,https://www.sports-reference.com/cbb/players/helena-lasic-1.html,pennsylvania,2024-25
7,18,18,2025-01-25,Pennsylvania,@,Columbia,REG (Conf),L 54-79,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Helena Lasic,https://www.sports-reference.com/cbb/players/helena-lasic-1.html,pennsylvania,2024-25
8,19,21,2025-02-08,Pennsylvania,@,Princeton,REG (Conf),L 60-74,,2,0,0,,0,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0.7,Helena Lasic,https://www.sports-reference.com/cbb/players/helena-lasic-1.html,pennsylvania,2024-25
9,20,23,2025-02-15,Pennsylvania,,Brown,REG (Conf),W 73-61,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Lasic,https://www.sports-reference.com/cbb/players/helena-lasic-1.html,pennsylvania,2024-25
10,21,27,2025-03-08,Pennsylvania,,Princeton,REG (Conf),L 53-67,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Lasic,https://www.sports-reference.com/cbb/players/helena-lasic-1.html,pennsylvania,2024-25
