ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,13,13,2023-01-06,UNC Wilmington,@,Stony Brook,REG (Conf),L 54-75,,11,0,1,.000,0,0,,0,1,.000,.000,0,0,1,1,2,0,0,0,1,1,0,-1.1,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
2,14,14,2023-01-08,UNC Wilmington,@,Northeastern,REG (Conf),L 51-92,,8,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,1,1,4,0,-0.9,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
3,15,15,2023-01-13,UNC Wilmington,,Hofstra,REG (Conf),L 62-63,,6,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,1,1,2,0,0,0,0,0,4,4.4,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
4,16,16,2023-01-15,UNC Wilmington,@,Hampton,REG (Conf),L 34-38,,6,0,0,,0,0,,0,0,,,0,0,0,2,2,0,0,0,1,0,0,-0.4,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
5,17,20,2023-02-03,UNC Wilmington,@,College of Charleston,REG (Conf),L 63-71 (OT),,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
6,18,21,2023-02-05,UNC Wilmington,,North Carolina A&T,REG (Conf),L 56-66,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
7,19,22,2023-02-10,UNC Wilmington,@,Delaware,REG (Conf),L 47-83,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
8,20,24,2023-02-17,UNC Wilmington,,Hampton,REG (Conf),L 53-63,,6,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
9,21,25,2023-02-19,UNC Wilmington,,Stony Brook,REG (Conf),L 46-64,,2,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
10,22,26,2023-02-24,UNC Wilmington,,College of Charleston,REG (Conf),W 63-47,,10,4,5,.800,1,1,1.000,3,4,.750,.900,0,0,2,0,2,0,0,0,1,0,9,7.5,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
11,23,27,2023-02-26,UNC Wilmington,@,North Carolina A&T,REG (Conf),L 44-72,,7,0,1,.000,0,0,,0,1,.000,.000,0,0,1,0,1,0,1,0,1,0,0,0.0,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
12,24,28,2023-03-02,UNC Wilmington,@,Elon,REG (Conf),L 42-52,,4,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Sallie Vick,https://www.sports-reference.com/cbb/players/sallie-vick-1.html,north-carolina-wilmington,2022-23
