ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,36,1,2022-11-07,Massachusetts,,Central Connecticut State,REG (Non-Conf),W 72-57,,8,3,5,.600,0,0,3,5,.600,.600,0,0,,1,2,3,0,0,0,0,0,6,5.0,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
2,37,3,2022-11-14,Massachusetts,,Maine,REG (Non-Conf),W 67-54,,4,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
3,38,9,2022-12-02,Massachusetts,@,Arizona State,REG (Non-Conf),W 88-64,,4,1,2,.500,0,0,1,2,.500,.500,0,0,,0,2,2,0,0,0,0,1,2,1.2,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
4,39,11,2022-12-10,Massachusetts,,Columbia,REG (Non-Conf),L 74-83,,5,0,0,,0,0,0,0,,,2,2,1.000,0,1,1,1,0,0,0,0,2,3.0,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
5,40,17,2023-01-14,Massachusetts,,Saint Joseph's,REG (Conf),W 58-56,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
6,41,19,2023-01-22,Massachusetts,@,Dayton,REG (Conf),W 79-60,,12,1,5,.200,0,0,1,5,.200,.200,0,0,,1,2,3,1,0,1,1,1,2,0.2,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
7,42,20,2023-01-26,Massachusetts,,VCU,REG (Conf),W 83-57,,4,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
8,43,21,2023-01-29,Massachusetts,@,Duquesne,REG (Conf),W 83-61,,2,0,0,,0,0,0,0,,,0,0,,1,0,1,1,0,0,0,0,0,1.4,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
9,44,23,2023-02-04,Massachusetts,@,La Salle,REG (Conf),W 66-42,,1,0,0,,0,0,0,0,,,0,0,,0,1,1,1,0,0,0,1,0,0.6,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
10,45,29,2023-02-25,Massachusetts,,George Washington,REG (Conf),W 84-61,,1,1,1,1.000,0,0,1,1,1.000,1.000,1,1,1.000,0,0,0,0,0,0,0,1,3,2.3,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
11,46,31,2023-03-04,Massachusetts,N,Richmond,CTOURN,W 80-60,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
12,47,33,2023-03-17,Massachusetts,,Albany (NY),WNIT,W 73-48,,3,0,1,.000,0,0,0,1,.000,.000,0,0,,0,2,2,0,0,0,0,2,0,-0.9,Piath Gabriel,https://www.sports-reference.com/cbb/players/piath-gabriel-1.html,massachusetts,2022-23
