ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2024-11-09,Richmond,,Morgan State,REG (Non-Conf),W 93-39,,12,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,2,1,0,-2.4,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
2,2,3,2024-11-12,Richmond,@,Fairfield,REG (Non-Conf),W 62-39,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
3,3,4,2024-11-15,Richmond,,Gardner-Webb,REG (Non-Conf),W 92-44,,17,4,6,.667,2,4,.500,2,2,1.000,.833,0,0,1,1,2,0,0,0,0,1,10,8.0,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
4,4,5,2024-11-21,Richmond,,William & Mary,REG (Non-Conf),W 82-47,,10,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
5,5,7,2024-11-29,Richmond,N,Oakland,REG (Non-Conf),W 76-49,,4,0,0,,0,0,,0,0,,,0,0,0,1,1,0,1,1,1,0,0,1.0,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
6,6,14,2024-12-29,Richmond,,Dayton,REG (Conf),W 55-37,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
7,7,16,2025-01-05,Richmond,@,Massachusetts,REG (Conf),W 82-52,,7,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,0,0,0,1,0,0,0,0,2,1.7,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
8,8,18,2025-01-12,Richmond,@,Davidson,REG (Conf),W 63-41,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
9,9,19,2025-01-15,Richmond,,St. Bonaventure,REG (Conf),W 98-60,,10,0,2,.000,0,2,.000,0,0,,.000,0,0,0,1,1,0,0,0,1,0,0,-2.1,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
10,10,20,2025-01-19,Richmond,,VCU,REG (Conf),W 75-42,,7,0,3,.000,0,2,.000,0,1,.000,.000,0,0,0,0,0,1,0,0,0,0,0,-1.4,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
11,11,21,2025-01-23,Richmond,@,Loyola Chicago,REG (Conf),W 85-45,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
12,12,23,2025-02-02,Richmond,,Rhode Island,REG (Conf),W 79-56,,1,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,0,0,3,2.7,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
13,13,25,2025-02-09,Richmond,@,Duquesne,REG (Conf),W 82-58,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
14,14,29,2025-02-23,Richmond,@,VCU,REG (Conf),W 68-55,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
15,15,34,2025-03-21,Richmond,N,Georgia Tech,ROUND-64,W 74-49,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Payton Richard,https://www.sports-reference.com/cbb/players/payton-richard-1.html,richmond,2024-25
