ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,12,1,2023-11-06,Northern Arizona,@,Oregon,REG (Non-Conf),L 48-81,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,1,0,0,-1.4,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
2,13,3,2023-11-15,Northern Arizona,,Benedictine,REG (Non-Conf),W 91-37,,14,2,7,.286,0,2,.000,2,5,.400,.286,0,0,1,2,3,3,1,0,2,0,4,2.3,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
3,14,8,2023-12-06,Northern Arizona,,Pacific,REG (Non-Conf),W 96-65,,5,1,2,.500,1,2,.500,0,0,,.750,0,0,0,0,0,1,0,0,0,0,3,2.7,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
4,15,10,2023-12-18,Northern Arizona,@,Pepperdine,REG (Non-Conf),W 80-62,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
5,16,14,2024-01-06,Northern Arizona,@,North Dakota State,REG (Non-Conf),L 73-99,,4,1,2,.500,0,0,,1,2,.500,.500,0,0,1,1,2,1,0,0,0,0,2,2.7,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
6,17,15,2024-01-11,Northern Arizona,,Montana State,REG (Conf),W 88-73,,7,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,1,0,0,1,0,0,-0.7,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
7,18,17,2024-01-18,Northern Arizona,@,Portland State,REG (Conf),W 73-65,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
8,19,18,2024-01-20,Northern Arizona,@,Sacramento State,REG (Conf),W 83-66,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,1,0,3,0,0,-2.4,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
9,20,21,2024-02-01,Northern Arizona,@,Weber State,REG (Conf),W 85-65,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,1,1,0,-2.1,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
10,21,25,2024-02-15,Northern Arizona,,Sacramento State,REG (Conf),L 66-82,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,1,0,0,0,0,0,0.0,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
11,22,26,2024-02-17,Northern Arizona,,Portland State,REG (Conf),W 89-73,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
12,23,27,2024-02-22,Northern Arizona,@,Eastern Washington,REG (Conf),L 42-67,,2,0,1,.000,0,0,,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
13,24,29,2024-02-29,Northern Arizona,,Idaho State,REG (Conf),W 89-74,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
14,25,30,2024-03-02,Northern Arizona,,Weber State,REG (Conf),W 73-41,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
15,26,32,2024-03-10,Northern Arizona,N,Sacramento State,CTOURN,W 81-63,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Audrey Taylor,https://www.sports-reference.com/cbb/players/audrey-taylor-2.html,northern-arizona,2023-24
