player_sr_link,player_name,school,season,pos,games,games_started,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_40
https://www.sports-reference.com/cbb/players/myah-pace-1.html,Myah Pace,san-diego,2019-20,G,31,31,1072,22.0,.482,.237,.471,395,6.3,11.4,9.0,18.0,5.1,1.3,14.4,22.1,2.6,1.7,4.2,.158
https://www.sports-reference.com/cbb/players/jordyn-edwards-1.html,Jordyn Edwards,san-diego,2019-20,G,31,31,997,17.3,.474,.430,.225,344,3.7,10.7,7.5,24.5,4.4,1.9,22.2,22.6,1.2,1.4,2.6,.105
https://www.sports-reference.com/cbb/players/sydney-hunter-1.html,Sydney Hunter,san-diego,2019-20,G,31,31,927,12.4,.459,.014,.305,247,5.1,9.6,7.5,13.3,2.7,1.1,19.0,17.9,0.8,0.8,1.6,.071
https://www.sports-reference.com/cbb/players/madison-pollock-1.html,Madison Pollock,san-diego,2019-20,G,31,30,857,15.7,.423,.058,.241,315,10.3,16.7,13.7,12.3,2.2,1.3,17.0,25.9,0.6,0.9,1.6,.073
https://www.sports-reference.com/cbb/players/patricia-brossmann-1.html,Patricia Brossmann,san-diego,2019-20,F,31,24,857,12.5,.374,.266,.229,226,13.7,17.4,15.7,9.1,2.1,0.9,15.1,17.7,0.5,0.9,1.4,.067
https://www.sports-reference.com/cbb/players/leticia-soares-1.html,Leticia Soares,san-diego,2019-20,C,31,8,650,21.9,.522,.016,.344,298,15.7,13.2,14.3,6.8,2.8,1.1,17.7,28.6,1.7,0.7,2.5,.151
https://www.sports-reference.com/cbb/players/ayanna-khalfani-1.html,Ayanna Khalfani,san-diego,2019-20,G,31,0,262,2.3,.337,.257,.135,58,6.8,9.8,8.5,6.3,2.5,1.1,23.4,20.9,-0.5,0.2,-0.3,-0.038
https://www.sports-reference.com/cbb/players/aminata-dosso-1.html,Aminata Dosso,san-diego,2019-20,G,30,0,195,11.9,.459,.020,.140,52,6.4,9.0,7.8,13.6,4.6,2.5,28.3,20.3,-0.1,0.3,0.2,.044
https://www.sports-reference.com/cbb/players/erica-martinsen-1.html,Erica Martinsen,san-diego,2019-20,G,15,0,155,0.4,.281,.692,.031,34,0.0,6.8,3.7,5.4,3.5,1.3,12.0,25.7,-0.5,0.2,-0.3,-0.084
https://www.sports-reference.com/cbb/players/ana-ramos-1.html,Ana Ramos,san-diego,2019-20,G,23,0,136,10.9,.385,.744,.372,44,4.1,7.7,6.1,19.2,3.1,0.0,19.2,24.5,0.0,0.1,0.1,.028
https://www.sports-reference.com/cbb/players/nicole-blakes-1.html,Nicole Blakes,san-diego,2019-20,F,24,0,78,11.8,.503,.000,.286,17,8.8,7.5,8.1,2.6,3.1,1.3,20.1,13.6,0.1,0.1,0.2,.082
https://www.sports-reference.com/cbb/players/amanda-olinger-1.html,Amanda Olinger,san-diego,2019-20,F,12,0,34,-12.6,.206,.647,.000,6,0.0,6.9,3.7,0.0,0.0,2.9,10.5,29.8,-0.2,0.0,-0.2,-0.217
