ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,40,5,2023-11-19,Illinois–Chicago,,IUPUI,REG (Non-Conf),W 79-49,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Bailey Lutes,https://www.sports-reference.com/cbb/players/bailey-lutes-1.html,illinois-chicago,2023-24
2,41,9,2023-12-15,Illinois–Chicago,,Chicago State,REG (Non-Conf),W 76-46,,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0.9,Bailey Lutes,https://www.sports-reference.com/cbb/players/bailey-lutes-1.html,illinois-chicago,2023-24
3,42,25,2024-02-17,Illinois–Chicago,@,Bradley,REG (Conf),W 68-47,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Bailey Lutes,https://www.sports-reference.com/cbb/players/bailey-lutes-1.html,illinois-chicago,2023-24
4,43,27,2024-02-25,Illinois–Chicago,@,Valparaiso,REG (Conf),W 82-59,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Bailey Lutes,https://www.sports-reference.com/cbb/players/bailey-lutes-1.html,illinois-chicago,2023-24
