ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2021-11-14,Texas State,,Huston-Tilotson,REG (Non-Conf),W 82-48,,8,0,0,,0,0,0,0,,,0,0,0,1,1,2,0,0,0,0,0,1.7,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
2,2,5,2021-11-29,Texas State,,Arl Baptist,REG (Non-Conf),W 93-23,,14,0,2,.000,0,0,0,2,.000,.000,0,0,0,0,0,4,4,0,2,0,0,3.4,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
3,3,7,2021-12-05,Texas State,,Texas College,REG (Non-Conf),W 105-37,,16,1,3,.333,0,0,1,3,.333,.333,0,0,0,3,3,7,0,0,1,0,2,5.1,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
4,4,9,2021-12-13,Texas State,,UTEP,REG (Non-Conf),L 57-69,,2,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,3,0,-0.9,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
5,5,10,2021-12-16,Texas State,,Dartmouth,REG (Non-Conf),L 39-62,,10,2,3,.667,0,0,2,3,.667,.667,0,0,0,0,0,1,0,0,0,1,4,3.0,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
6,6,12,2021-12-21,Texas State,@,San Diego,REG (Non-Conf),L 58-78,,3,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,1,0,0,-0.7,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
7,7,13,2021-12-30,Texas State,@,Louisiana–Monroe,REG (Conf),W 58-50,,6,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
8,8,14,2022-01-01,Texas State,@,Louisiana,REG (Conf),L 72-78,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
9,9,15,2022-01-06,Texas State,,Troy,REG (Conf),L 73-96,,4,0,0,,0,0,0,0,,,0,0,0,0,0,3,1,0,2,0,0,1.1,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
10,10,17,2022-01-15,Texas State,@,Georgia State,REG (Conf),W 73-55,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
11,11,27,2022-02-26,Texas State,,Little Rock,REG (Conf),L 53-70,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Raven Adams,https://www.sports-reference.com/cbb/players/raven-adams-1.html,texas-state,2021-22
