ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,37,11,2024-12-08,Cornell,,Lehigh,REG (Non-Conf),L 51-73,,6,0,1,.000,0,0,,0,1,.000,.000,0,0,0,1,1,0,0,0,2,1,0,-2.8,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
2,38,12,2024-12-22,Cornell,@,Stony Brook,REG (Non-Conf),L 40-54,,1,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,0,0,0,0,0,0,0,0,2,1.0,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
3,39,13,2024-12-30,Cornell,@,Siena,REG (Non-Conf),W 76-73,,16,1,4,.250,0,2,.000,1,2,.500,.250,0,0,1,3,4,3,0,0,1,2,2,1.5,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
4,40,14,2025-01-04,Cornell,@,Princeton,REG (Conf),L 39-72,,8,0,2,.000,0,2,.000,0,0,,.000,0,0,0,2,2,0,0,0,1,0,0,-1.8,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
5,41,15,2025-01-11,Cornell,,Columbia,REG (Conf),L 44-69,,7,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
6,42,16,2025-01-18,Cornell,,Pennsylvania,REG (Conf),L 51-57,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
7,43,18,2025-01-25,Cornell,,Princeton,REG (Conf),L 54-62,,9,0,1,.000,0,1,.000,0,0,,.000,0,0,0,2,2,2,0,0,0,0,0,1.3,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
8,44,19,2025-01-31,Cornell,@,Dartmouth,REG (Conf),W 60-48,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
9,45,20,2025-02-01,Cornell,@,Harvard,REG (Conf),L 60-72,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
10,46,21,2025-02-08,Cornell,@,Yale,REG (Conf),W 57-40,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
11,47,22,2025-02-14,Cornell,,Harvard,REG (Conf),L 29-66,,8,2,2,1.000,1,1,1.000,1,1,1.000,1.250,0,0,0,0,0,0,0,0,0,1,5,4.0,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
12,48,23,2025-02-15,Cornell,,Dartmouth,REG (Conf),W 56-43,,4,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0.3,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
13,49,26,2025-03-01,Cornell,,Brown,REG (Conf),L 36-38,*,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
14,50,27,2025-03-08,Cornell,@,Columbia,REG (Conf),L 58-91,,11,0,3,.000,0,3,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,0,0,-1.8,Lexi Green,https://www.sports-reference.com/cbb/players/lexi-green-1.html,cornell,2024-25
