ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,33,1,2021-11-10,UNC Wilmington,,Mount Olive,REG (Non-Conf),W 74-65,,15,3,4,.750,0,0,3,4,.750,.750,0,0,2,3,5,1,0,0,2,2,6,4.6,Vita Stam,https://www.sports-reference.com/cbb/players/vita-stam-1.html,north-carolina-wilmington,2021-22
2,34,2,2021-11-14,UNC Wilmington,@,Duke,REG (Non-Conf),L 45-87,,7,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Vita Stam,https://www.sports-reference.com/cbb/players/vita-stam-1.html,north-carolina-wilmington,2021-22
3,35,3,2021-11-18,UNC Wilmington,@,Maryland,REG (Non-Conf),L 66-108,,10,1,3,.333,0,0,1,3,.333,.333,0,0,0,1,1,0,1,0,1,3,2,-0.6,Vita Stam,https://www.sports-reference.com/cbb/players/vita-stam-1.html,north-carolina-wilmington,2021-22
4,36,4,2021-11-20,UNC Wilmington,,Coastal Carolina,REG (Non-Conf),L 62-73,,4,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,2,3,0,-2.9,Vita Stam,https://www.sports-reference.com/cbb/players/vita-stam-1.html,north-carolina-wilmington,2021-22
5,37,6,2021-11-27,UNC Wilmington,,Radford,REG (Non-Conf),L 50-51,,8,1,3,.333,0,0,1,3,.333,.333,0,0,0,3,3,0,0,0,0,0,2,1.2,Vita Stam,https://www.sports-reference.com/cbb/players/vita-stam-1.html,north-carolina-wilmington,2021-22
6,38,7,2021-12-01,UNC Wilmington,@,Winthrop,REG (Non-Conf),W 55-48,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Vita Stam,https://www.sports-reference.com/cbb/players/vita-stam-1.html,north-carolina-wilmington,2021-22
7,39,8,2021-12-16,UNC Wilmington,@,Norfolk State,REG (Non-Conf),L 56-67,,7,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,1,1,0,0,0.0,Vita Stam,https://www.sports-reference.com/cbb/players/vita-stam-1.html,north-carolina-wilmington,2021-22
8,40,9,2021-12-19,UNC Wilmington,,East Carolina,REG (Non-Conf),L 50-79,,7,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,1,1,0,0,-0.3,Vita Stam,https://www.sports-reference.com/cbb/players/vita-stam-1.html,north-carolina-wilmington,2021-22
9,41,10,2021-12-22,UNC Wilmington,@,UNC Greensboro,REG (Non-Conf),W 45-42,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Vita Stam,https://www.sports-reference.com/cbb/players/vita-stam-1.html,north-carolina-wilmington,2021-22
10,42,12,2022-01-09,UNC Wilmington,,Drexel,REG (Conf),L 68-71 (OT),,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Vita Stam,https://www.sports-reference.com/cbb/players/vita-stam-1.html,north-carolina-wilmington,2021-22
