ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,51,18,2022-02-04,UNC Wilmington,@,Drexel,REG (Conf),L 39-72,,5,0,3,.000,0,0,0,3,.000,.000,0,0,0,2,2,0,0,0,0,0,0,-1.5,Asia Henderson,https://www.sports-reference.com/cbb/players/asia-henderson-1.html,north-carolina-wilmington,2021-22
2,52,20,2022-02-11,UNC Wilmington,,Elon,REG (Conf),L 59-69,,5,2,3,.667,0,0,2,3,.667,.667,0,0,2,1,3,0,0,0,1,2,4,2.6,Asia Henderson,https://www.sports-reference.com/cbb/players/asia-henderson-1.html,north-carolina-wilmington,2021-22
3,53,21,2022-02-13,UNC Wilmington,,William & Mary,REG (Conf),L 63-65,,5,0,0,,0,0,0,0,,,0,0,1,1,2,0,1,0,0,1,0,1.6,Asia Henderson,https://www.sports-reference.com/cbb/players/asia-henderson-1.html,north-carolina-wilmington,2021-22
4,54,22,2022-02-16,UNC Wilmington,@,William & Mary,REG (Conf),L 59-69,,10,2,5,.400,0,0,2,5,.400,.400,0,0,2,0,2,0,0,1,1,1,4,2.0,Asia Henderson,https://www.sports-reference.com/cbb/players/asia-henderson-1.html,north-carolina-wilmington,2021-22
5,55,23,2022-02-18,UNC Wilmington,@,Towson,REG (Conf),L 51-67,*,22,5,9,.556,0,0,5,9,.556,.556,0,0,0,4,4,0,0,0,1,4,10,4.3,Asia Henderson,https://www.sports-reference.com/cbb/players/asia-henderson-1.html,north-carolina-wilmington,2021-22
6,56,24,2022-02-20,UNC Wilmington,@,James Madison,REG (Conf),L 51-73,,11,1,4,.250,0,0,1,4,.250,.250,0,0,1,5,6,0,4,1,4,2,2,1.7,Asia Henderson,https://www.sports-reference.com/cbb/players/asia-henderson-1.html,north-carolina-wilmington,2021-22
7,57,25,2022-02-23,UNC Wilmington,@,Elon,REG (Conf),L 43-64,*,15,2,4,.500,0,0,2,4,.500,.500,0,0,1,4,5,0,0,4,3,2,4,2.9,Asia Henderson,https://www.sports-reference.com/cbb/players/asia-henderson-1.html,north-carolina-wilmington,2021-22
8,58,27,2022-03-03,UNC Wilmington,,Northeastern,REG (Conf),L 48-63,,0,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Asia Henderson,https://www.sports-reference.com/cbb/players/asia-henderson-1.html,north-carolina-wilmington,2021-22
9,59,28,2022-03-05,UNC Wilmington,,Hofstra,REG (Conf),L 52-67,,16,2,5,.400,0,0,2,5,.400,.400,0,0,2,3,5,0,0,3,1,1,4,4.3,Asia Henderson,https://www.sports-reference.com/cbb/players/asia-henderson-1.html,north-carolina-wilmington,2021-22
10,60,29,2022-03-10,UNC Wilmington,@,Hofstra,CTOURN,L 45-46,*,11,2,2,1.000,0,0,2,2,1.000,1.000,0,0,1,1,2,0,0,0,3,2,4,0.6,Asia Henderson,https://www.sports-reference.com/cbb/players/asia-henderson-1.html,north-carolina-wilmington,2021-22
