ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,44,1,2023-11-06,Longwood,@,American,REG (Non-Conf),L 68-81,,13,2,2,1.000,1,1,1.000,1,1,1.000,1.250,0,0,0,4,4,1,0,0,0,1,5,5.9,Alyssa Chapman,https://www.sports-reference.com/cbb/players/alyssa-chapman-1.html,longwood,2023-24
2,45,2,2023-11-09,Longwood,@,Delaware,REG (Non-Conf),L 55-81,,7,0,1,.000,0,1,.000,0,0,,.000,0,0,0,3,3,0,0,0,0,2,0,-0.6,Alyssa Chapman,https://www.sports-reference.com/cbb/players/alyssa-chapman-1.html,longwood,2023-24
3,46,3,2023-11-12,Longwood,,Chowan,REG (Non-Conf),W 88-59,,7,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,2,0,0,0,0,1.3,Alyssa Chapman,https://www.sports-reference.com/cbb/players/alyssa-chapman-1.html,longwood,2023-24
4,47,4,2023-11-15,Longwood,@,James Madison,REG (Non-Conf),L 50-84,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Alyssa Chapman,https://www.sports-reference.com/cbb/players/alyssa-chapman-1.html,longwood,2023-24
5,48,5,2023-11-19,Longwood,@,Clemson,REG (Non-Conf),L 63-102,,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Alyssa Chapman,https://www.sports-reference.com/cbb/players/alyssa-chapman-1.html,longwood,2023-24
6,49,6,2023-11-29,Longwood,@,Ohio,REG (Non-Conf),W 75-72,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Alyssa Chapman,https://www.sports-reference.com/cbb/players/alyssa-chapman-1.html,longwood,2023-24
7,50,7,2023-12-02,Longwood,@,Davidson,REG (Non-Conf),L 46-83,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Alyssa Chapman,https://www.sports-reference.com/cbb/players/alyssa-chapman-1.html,longwood,2023-24
8,51,10,2023-12-17,Longwood,@,William & Mary,REG (Non-Conf),L 49-86,,5,1,2,.500,0,0,,1,2,.500,.500,0,0,0,1,1,0,0,0,1,0,2,0.3,Alyssa Chapman,https://www.sports-reference.com/cbb/players/alyssa-chapman-1.html,longwood,2023-24
9,52,20,2024-01-27,Longwood,,Regent,REG (Non-Conf),W 103-52,,9,1,3,.333,0,0,,1,3,.333,.333,0,0,1,0,1,0,0,0,0,1,2,0.6,Alyssa Chapman,https://www.sports-reference.com/cbb/players/alyssa-chapman-1.html,longwood,2023-24
10,53,28,2024-02-24,Longwood,,Radford,REG (Conf),W 66-45,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Alyssa Chapman,https://www.sports-reference.com/cbb/players/alyssa-chapman-1.html,longwood,2023-24
