ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2022-11-14,Ball State,,IU East,REG (Non-Conf),W 105-51,,17,3,8,.375,2,5,.400,1,3,.333,.500,0,0,0,1,1,0,1,0,0,0,8,4.9,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
2,2,3,2022-11-17,Ball State,,Butler,REG (Non-Conf),W 84-68,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
3,3,4,2022-11-20,Ball State,@,Notre Dame,REG (Non-Conf),L 60-95,,7,0,2,.000,0,0,,0,2,.000,.000,0,0,0,1,1,0,0,0,1,0,0,-2.1,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
4,4,5,2022-11-23,Ball State,@,Utah State,REG (Non-Conf),W 80-55,,6,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,1,0,0,0,0,0.3,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
5,5,13,2022-12-30,Ball State,,Chicago State,REG (Non-Conf),W 119-53,,16,5,9,.556,2,5,.400,3,4,.750,.667,0,0,1,1,2,1,1,0,1,1,12,9.0,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
6,6,15,2023-01-07,Ball State,@,Western Michigan,REG (Conf),W 76-70,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
7,7,17,2023-01-14,Ball State,,Miami (OH),REG (Conf),W 92-61,,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,0,0,0,1,0,0,0,2,2.7,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
8,8,18,2023-01-18,Ball State,@,Buffalo,REG (Conf),W 81-59,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
9,9,20,2023-01-25,Ball State,,Akron,REG (Conf),W 89-66,,7,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,0,1,1,1,0,0,0,1,5,4.3,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
10,10,21,2023-01-28,Ball State,@,Ohio,REG (Conf),W 78-58,,2,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
11,11,24,2023-02-08,Ball State,@,Eastern Michigan,REG (Conf),W 68-50,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
12,12,26,2023-02-15,Ball State,,Ohio,REG (Conf),W 78-53,,4,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,1,0,0,-0.3,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
13,13,28,2023-02-22,Ball State,,Western Michigan,REG (Conf),W 80-49,,13,0,3,.000,0,1,.000,0,2,.000,.000,0,0,0,0,0,0,1,0,1,1,0,-2.5,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
14,14,31,2023-03-04,Ball State,@,Miami (OH),REG (Conf),W 77-68,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,1,0,0,0,0.3,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
15,15,32,2023-03-08,Ball State,N,Akron,CTOURN,W 92-68,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
16,16,34,2023-03-16,Ball State,,Belmont,WNIT,W 101-86,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
17,17,35,2023-03-20,Ball State,@,Memphis,WNIT,L 62-79,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ana Barreto,https://www.sports-reference.com/cbb/players/ana-barreto-1.html,ball-state,2022-23
