ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2023-11-08,North Carolina,,Gardner-Webb,REG (Non-Conf),W 102-49,,8,1,3,.333,0,1,.000,1,2,.500,.333,0,0,1,0,1,0,0,0,0,2,2,0.2,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
2,2,3,2023-11-15,North Carolina,,Hampton,REG (Non-Conf),W 62-32,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,1,0,-1.1,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
3,3,4,2023-11-18,North Carolina,,Elon,REG (Non-Conf),W 68-39,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
4,4,9,2023-12-06,North Carolina,,UNC Greensboro,REG (Non-Conf),W 81-66,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
5,5,11,2023-12-15,North Carolina,,Western Carolina,REG (Non-Conf),W 96-36,,7,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,1,0,0,-0.7,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
6,6,24,2024-02-11,North Carolina,@,Duke,REG (Conf),L 60-68 (OT),,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
7,7,25,2024-02-15,North Carolina,,Pittsburgh,REG (Conf),W 75-62,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
8,8,27,2024-02-22,North Carolina,,NC State,REG (Conf),W 80-70,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
9,9,29,2024-02-29,North Carolina,@,Boston College,REG (Conf),L 74-78,,9,2,2,1.000,1,1,1.000,1,1,1.000,1.250,0,0,1,0,1,0,1,0,0,0,5,6.1,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
10,10,30,2024-03-03,North Carolina,,Duke,REG (Conf),W 63-59,,6,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,1,0,3,1.7,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
11,11,31,2024-03-07,North Carolina,N,Miami (FL),CTOURN,L 59-60,,1,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
12,12,32,2024-03-22,North Carolina,N,Michigan State,ROUND-64,W 59-56,,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,0,1,0,0.6,Sydney Barker,https://www.sports-reference.com/cbb/players/sydney-barker-1.html,north-carolina,2023-24
