ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,19,2,2022-11-12,Niagara,,La Salle,REG (Non-Conf),L 64-83,,3,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,1,1,0,0,0,1,0,3,2.0,Lexie Roe,https://www.sports-reference.com/cbb/players/lexie-roe-1.html,niagara,2022-23
2,20,5,2022-11-22,Niagara,@,Northwestern,REG (Non-Conf),L 38-76,,9,1,3,.333,0,1,.000,1,2,.500,.333,0,0,1,1,2,0,1,0,0,0,2,2.3,Lexie Roe,https://www.sports-reference.com/cbb/players/lexie-roe-1.html,niagara,2022-23
3,21,6,2022-11-25,Niagara,@,St. Mary's (CA),REG (Non-Conf),L 59-73,,17,4,8,.500,3,5,.600,1,3,.333,.688,0,0,0,0,0,2,1,0,0,1,11,9.0,Lexie Roe,https://www.sports-reference.com/cbb/players/lexie-roe-1.html,niagara,2022-23
4,22,7,2022-11-26,Niagara,N,Maine,REG (Non-Conf),L 57-73,,12,1,4,.250,1,4,.250,0,0,,.375,0,0,0,0,0,0,1,0,0,0,3,1.6,Lexie Roe,https://www.sports-reference.com/cbb/players/lexie-roe-1.html,niagara,2022-23
5,23,8,2022-12-02,Niagara,@,St. Bonaventure,REG (Non-Conf),L 57-61,,8,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,0,0,0,0,0,0,0,2,2,0.2,Lexie Roe,https://www.sports-reference.com/cbb/players/lexie-roe-1.html,niagara,2022-23
6,24,9,2022-12-07,Niagara,,Buffalo,REG (Non-Conf),L 58-63,,6,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Lexie Roe,https://www.sports-reference.com/cbb/players/lexie-roe-1.html,niagara,2022-23
7,25,10,2022-12-17,Niagara,,Marist,REG (Conf),L 55-63,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lexie Roe,https://www.sports-reference.com/cbb/players/lexie-roe-1.html,niagara,2022-23
8,26,15,2023-01-07,Niagara,,Saint Peter's,REG (Conf),W 67-64,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Lexie Roe,https://www.sports-reference.com/cbb/players/lexie-roe-1.html,niagara,2022-23
9,27,16,2023-01-12,Niagara,@,Fairfield,REG (Conf),W 70-62 (OT),,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Lexie Roe,https://www.sports-reference.com/cbb/players/lexie-roe-1.html,niagara,2022-23
10,28,17,2023-01-14,Niagara,@,Rider,REG (Conf),W 67-55,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lexie Roe,https://www.sports-reference.com/cbb/players/lexie-roe-1.html,niagara,2022-23
