ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,7,2024-11-27,Jacksonville,,Mercer,REG (Non-Conf),W 74-49,,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,Giana Provenzano,https://www.sports-reference.com/cbb/players/giana-provenzano-1.html,jacksonville,2024-25
2,2,20,2025-01-25,Jacksonville,,Queens (NC),REG (Conf),W 83-76,,0,0,0,0,0,0,0,0,2,.000,0,0,0,0,0,0,0,1,0,-1.2,Giana Provenzano,https://www.sports-reference.com/cbb/players/giana-provenzano-1.html,jacksonville,2024-25
