ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,23,3,2022-11-13,Northern Arizona,,UC San Diego,REG (Non-Conf),W 87-54,,2,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Sanjana Ramesh,https://www.sports-reference.com/cbb/players/sanjana-ramesh-1.html,northern-arizona,2022-23
2,24,5,2022-11-20,Northern Arizona,,Park (AZ),REG (Non-Conf),W 111-44,,23,5,8,.625,0,0,5,8,.625,.625,0,0,6,5,11,1,3,1,0,1,10,16.1,Sanjana Ramesh,https://www.sports-reference.com/cbb/players/sanjana-ramesh-1.html,northern-arizona,2022-23
3,25,8,2022-11-26,Northern Arizona,N,Clemson,REG (Non-Conf),L 62-80,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,1,1,2,0,0,1,0,1,2,3.0,Sanjana Ramesh,https://www.sports-reference.com/cbb/players/sanjana-ramesh-1.html,northern-arizona,2022-23
4,26,20,2023-01-19,Northern Arizona,@,Idaho,REG (Conf),W 90-67,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sanjana Ramesh,https://www.sports-reference.com/cbb/players/sanjana-ramesh-1.html,northern-arizona,2022-23
5,27,30,2023-02-25,Northern Arizona,,Northern Colorado,REG (Conf),W 66-48,,5,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,2,2,1,0,0,0,2,2,2.2,Sanjana Ramesh,https://www.sports-reference.com/cbb/players/sanjana-ramesh-1.html,northern-arizona,2022-23
6,28,33,2023-03-07,Northern Arizona,N,Eastern Washington,CTOURN,W 74-57,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sanjana Ramesh,https://www.sports-reference.com/cbb/players/sanjana-ramesh-1.html,northern-arizona,2022-23
