ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,34,1,2023-11-06,Tennessee Tech,@,Ball State,REG (Non-Conf),L 64-97,,17,5,6,.833,0,0,5,6,.833,.833,1,2,.500,1,1,2,0,0,0,3,3,11,5.2,Kiera Hill,https://www.sports-reference.com/cbb/players/kiera-hill-1.html,tennessee-tech,2023-24
2,35,2,2023-11-15,Tennessee Tech,,Chattanooga,REG (Non-Conf),L 45-70,,7,0,2,.000,0,0,0,2,.000,.000,0,0,,0,0,0,0,0,0,1,1,0,-2.8,Kiera Hill,https://www.sports-reference.com/cbb/players/kiera-hill-1.html,tennessee-tech,2023-24
3,36,3,2023-11-18,Tennessee Tech,@,Alabama A&M,REG (Non-Conf),L 56-62 (OT),,19,1,6,.167,0,0,1,6,.167,.167,0,0,,1,1,2,0,0,1,0,3,2,-1.3,Kiera Hill,https://www.sports-reference.com/cbb/players/kiera-hill-1.html,tennessee-tech,2023-24
4,37,4,2023-11-24,Tennessee Tech,N,Missouri,REG (Non-Conf),L 65-66,,15,1,3,.333,0,0,1,3,.333,.333,0,0,,0,2,2,2,0,0,1,4,2,-0.3,Kiera Hill,https://www.sports-reference.com/cbb/players/kiera-hill-1.html,tennessee-tech,2023-24
5,38,5,2023-11-25,Tennessee Tech,N,Stetson,REG (Non-Conf),W 65-59,,17,1,3,.333,0,0,1,3,.333,.333,0,0,,0,1,1,0,2,0,0,2,2,1.8,Kiera Hill,https://www.sports-reference.com/cbb/players/kiera-hill-1.html,tennessee-tech,2023-24
6,39,6,2023-11-29,Tennessee Tech,,Lincoln Memorial,REG (Non-Conf),W 84-57,,23,5,10,.500,0,0,5,10,.500,.500,0,0,,3,1,4,2,2,0,0,2,10,10.0,Kiera Hill,https://www.sports-reference.com/cbb/players/kiera-hill-1.html,tennessee-tech,2023-24
7,40,7,2023-12-03,Tennessee Tech,@,Kentucky,REG (Non-Conf),L 67-73,,22,3,8,.375,0,0,3,8,.375,.375,0,0,,2,3,5,0,0,1,0,2,6,3.8,Kiera Hill,https://www.sports-reference.com/cbb/players/kiera-hill-1.html,tennessee-tech,2023-24
8,41,8,2023-12-10,Tennessee Tech,,Middle Tennessee,REG (Non-Conf),L 47-63,,13,2,9,.222,0,0,2,9,.222,.222,0,0,,2,0,2,0,1,0,0,1,4,0.5,Kiera Hill,https://www.sports-reference.com/cbb/players/kiera-hill-1.html,tennessee-tech,2023-24
9,42,9,2023-12-14,Tennessee Tech,,Tennessee Wesleyan,REG (Non-Conf),W 104-43,,20,5,11,.455,0,0,5,11,.455,.455,0,2,.000,5,1,6,0,0,0,0,4,10,5.7,Kiera Hill,https://www.sports-reference.com/cbb/players/kiera-hill-1.html,tennessee-tech,2023-24
10,43,10,2023-12-18,Tennessee Tech,,Northern Kentucky,REG (Non-Conf),W 77-59,,17,2,8,.250,0,0,2,8,.250,.250,0,0,,2,1,3,0,1,0,1,2,4,0.1,Kiera Hill,https://www.sports-reference.com/cbb/players/kiera-hill-1.html,tennessee-tech,2023-24
