ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,24,1,2021-11-13,Boise State,,Long Beach State,REG (Non-Conf),L 38-61,*,22,5,6,.833,0,0,5,6,.833,.833,1,4,.250,0,2,2,1,2,0,3,3,11,6.7,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
2,25,2,2021-11-15,Boise State,,Oregon Tech,REG (Non-Conf),W 83-48,*,23,5,11,.455,0,0,5,11,.455,.455,0,3,.000,3,7,10,1,0,1,3,3,10,4.5,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
3,26,3,2021-11-20,Boise State,@,Brigham Young,REG (Non-Conf),L 40-84,*,20,3,10,.300,0,0,3,10,.300,.300,3,6,.500,1,0,1,2,1,0,3,3,9,0.9,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
4,27,4,2021-11-26,Boise State,,Louisiana Tech,REG (Non-Conf),L 57-60,*,24,5,11,.455,0,0,5,11,.455,.455,0,0,,3,7,10,2,0,1,3,2,10,6.8,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
5,28,5,2021-11-27,Boise State,@,Wisconsin,REG (Non-Conf),L 45-60,*,13,4,5,.800,0,0,4,5,.800,.800,0,0,,3,3,6,0,0,0,4,5,8,3.1,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
6,29,6,2021-12-02,Boise State,,Seattle,REG (Non-Conf),L 61-63,*,24,6,11,.545,0,0,6,11,.545,.545,2,6,.333,5,7,12,1,0,0,2,1,14,11.0,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
7,30,7,2021-12-05,Boise State,,Florida Atlantic,REG (Non-Conf),W 76-64,*,16,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,1,4,5,0,0,1,2,4,2,0.7,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
8,31,8,2021-12-10,Boise State,@,Eastern Washington,REG (Non-Conf),W 72-63,*,33,7,12,.583,0,0,7,12,.583,.583,2,4,.500,4,6,10,1,2,0,2,3,16,13.7,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
9,32,9,2021-12-12,Boise State,@,Washington State,REG (Non-Conf),L 55-62,*,31,8,12,.667,0,0,8,12,.667,.667,0,0,,2,6,8,3,0,0,3,2,16,12.3,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
10,33,10,2021-12-18,Boise State,@,Pepperdine,REG (Non-Conf),L 54-56,*,25,3,8,.375,0,0,3,8,.375,.375,1,2,.500,1,2,3,1,0,0,1,3,7,2.0,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
11,34,11,2021-12-20,Boise State,,Warner Pacific,REG (Non-Conf),W 90-39,*,25,6,8,.750,0,0,6,8,.750,.750,0,0,,3,8,11,1,1,0,1,1,12,13.6,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
12,35,12,2021-12-28,Boise State,@,Colorado State,REG (Conf),L 77-81,*,20,1,5,.200,0,0,1,5,.200,.200,0,2,.000,0,2,2,1,0,0,0,1,2,-1.0,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
13,36,13,2021-12-31,Boise State,,New Mexico,REG (Conf),L 68-72,*,16,2,5,.400,0,0,2,5,.400,.400,1,2,.500,0,2,2,1,1,0,1,1,5,2.8,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
14,37,14,2022-01-09,Boise State,,Utah State,REG (Conf),W 71-47,*,21,7,12,.583,0,0,7,12,.583,.583,0,0,,4,6,10,1,1,1,3,0,14,12.4,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
15,38,15,2022-01-13,Boise State,@,UNLV,REG (Conf),L 51-73,*,26,3,12,.250,0,0,3,12,.250,.250,0,0,,0,3,3,0,0,0,2,3,6,-3.5,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
16,39,16,2022-01-15,Boise State,@,San Diego State,REG (Conf),L 63-80,*,21,3,10,.300,0,0,3,10,.300,.300,1,2,.500,3,3,6,1,0,1,0,4,7,3.6,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
17,40,17,2022-01-19,Boise State,,Wyoming,REG (Conf),W 70-59,*,27,4,13,.308,0,0,4,13,.308,.308,2,2,1.000,3,4,7,0,1,0,0,4,10,5.2,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
18,41,18,2022-01-22,Boise State,,Colorado State,REG (Conf),W 69-64,*,22,2,6,.333,0,0,2,6,.333,.333,3,4,.750,2,9,11,0,0,0,1,3,7,5.1,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
19,42,22,2022-02-05,Boise State,,San Diego State,REG (Conf),W 72-63,*,17,6,9,.667,0,0,6,9,.667,.667,0,0,,0,9,9,0,0,1,4,1,12,7.1,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
20,43,23,2022-02-09,Boise State,,UNLV,REG (Conf),L 52-69,*,22,3,7,.429,0,0,3,7,.429,.429,0,0,,0,4,4,2,0,0,0,2,6,4.1,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
21,44,24,2022-02-12,Boise State,@,Utah State,REG (Conf),L 55-63,*,28,3,10,.300,0,0,3,10,.300,.300,0,0,,7,7,14,1,2,1,1,0,6,9.6,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
22,45,25,2022-02-15,Boise State,@,Air Force,REG (Conf),L 63-77,*,24,4,8,.500,0,0,4,8,.500,.500,2,4,.500,2,6,8,0,0,1,0,3,10,7.9,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
23,46,26,2022-02-19,Boise State,@,New Mexico,REG (Conf),L 62-89,*,21,5,8,.625,0,0,5,8,.625,.625,0,0,,3,1,4,0,0,1,1,2,10,7.7,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
24,47,27,2022-02-24,Boise State,,Nevada,REG (Conf),L 75-76 (OT),*,26,7,16,.438,0,0,7,16,.438,.438,4,6,.667,6,7,13,0,0,0,1,4,18,12.5,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
25,48,28,2022-02-28,Boise State,,San Jose State,REG (Conf),L 63-68,*,29,6,14,.429,0,0,6,14,.429,.429,2,4,.500,1,10,11,0,0,1,1,2,14,8.4,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
26,49,29,2022-03-06,Boise State,@,San Diego State,CTOURN,L 56-65,*,25,4,8,.500,0,0,4,8,.500,.500,2,6,.333,1,10,11,0,0,0,4,3,10,2.9,Elodie Lolotte,https://www.sports-reference.com/cbb/players/elodie-lalotte-1.html,boise-state,2021-22
