ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,24,1,2024-11-04,Yale,,Monmouth,REG (Non-Conf),W 64-61,,8,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
2,25,2,2024-11-08,Yale,@,Michigan State,REG (Non-Conf),L 44-100,,6,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
3,26,6,2024-11-24,Yale,,Pacific,REG (Non-Conf),L 50-60,,8,0,4,.000,0,4,.000,0,0,.000,0,0,0,0,0,0,0,0,1,2,0,-4.6,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
4,27,9,2024-12-01,Yale,@,Syracuse,REG (Non-Conf),L 50-78,,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
5,28,11,2024-12-07,Yale,@,Florida International,REG (Non-Conf),L 60-82,,3,0,2,.000,0,2,.000,0,0,.000,0,0,0,1,1,0,0,0,0,3,0,-2.3,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
6,29,12,2024-12-09,Yale,@,Quinnipiac,REG (Non-Conf),L 50-76,,11,1,5,.200,1,5,.200,0,0,.300,0,0,0,0,0,0,0,0,0,1,3,-0.5,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
7,30,13,2024-12-29,Yale,,Boston University,REG (Non-Conf),L 56-77,,12,2,5,.400,2,5,.400,0,0,.600,0,0,0,0,0,0,0,0,0,1,6,2.9,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
8,31,15,2025-01-11,Yale,@,Brown,REG (Conf),L 69-77,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
9,32,16,2025-01-18,Yale,,Columbia,REG (Conf),L 64-84,,11,3,5,.600,3,5,.600,0,0,.900,0,0,0,1,1,0,0,0,0,0,9,7.0,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
10,33,18,2025-01-25,Yale,@,Harvard,REG (Conf),L 35-91,,9,0,2,.000,0,2,.000,0,0,.000,0,0,0,0,0,0,0,0,0,1,0,-1.8,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
11,34,19,2025-01-31,Yale,,Princeton,REG (Conf),L 38-74,,7,0,1,.000,0,1,.000,0,0,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
12,35,21,2025-02-08,Yale,,Cornell,REG (Conf),L 40-57,,7,1,5,.200,1,5,.200,0,0,.300,0,0,0,0,0,0,0,0,0,0,3,-0.1,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
13,36,24,2025-02-22,Yale,,Dartmouth,REG (Conf),W 76-59,,6,0,2,.000,0,2,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Lola Lesmond,https://www.sports-reference.com/cbb/players/lola-lesmond-1.html,yale,2024-25
