ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,7,1,2021-11-09,LIU,@,Penn State,REG (Non-Conf),L 66-85,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Alexis Gray,https://www.sports-reference.com/cbb/players/alexis-gray-2.html,long-island-university,2021-22
2,8,6,2021-11-28,LIU,@,Cleveland State,REG (Non-Conf),L 65-87,,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.1,Alexis Gray,https://www.sports-reference.com/cbb/players/alexis-gray-2.html,long-island-university,2021-22
