ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,10,2023-12-21,Siena,@,Cincinnati,REG (Non-Conf),L 51-71,,5,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,1,1,0,0,0,0,1.0,Constance Ogbeide,https://www.sports-reference.com/cbb/players/constance-ogbeide-1.html,siena,2023-24
2,2,12,2024-01-06,Siena,,Saint Peter's,REG (Conf),W 64-45,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Constance Ogbeide,https://www.sports-reference.com/cbb/players/constance-ogbeide-1.html,siena,2023-24
3,3,14,2024-01-13,Siena,@,Fairfield,REG (Conf),L 73-78,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Constance Ogbeide,https://www.sports-reference.com/cbb/players/constance-ogbeide-1.html,siena,2023-24
4,4,15,2024-01-18,Siena,,Rider,REG (Conf),W 79-58,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Constance Ogbeide,https://www.sports-reference.com/cbb/players/constance-ogbeide-1.html,siena,2023-24
5,5,16,2024-01-20,Siena,,Iona,REG (Conf),W 77-56,,2,0,1,.000,0,0,0,1,.000,.000,0,0,0,2,2,0,0,0,0,0,0,-0.1,Constance Ogbeide,https://www.sports-reference.com/cbb/players/constance-ogbeide-1.html,siena,2023-24
6,6,17,2024-01-27,Siena,@,Quinnipiac,REG (Conf),W 78-60,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Constance Ogbeide,https://www.sports-reference.com/cbb/players/constance-ogbeide-1.html,siena,2023-24
7,7,18,2024-02-01,Siena,,Manhattan,REG (Conf),W 74-51,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Constance Ogbeide,https://www.sports-reference.com/cbb/players/constance-ogbeide-1.html,siena,2023-24
8,8,21,2024-02-10,Siena,,Quinnipiac,REG (Conf),W 74-55,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Constance Ogbeide,https://www.sports-reference.com/cbb/players/constance-ogbeide-1.html,siena,2023-24
9,9,25,2024-02-24,Siena,@,Saint Peter's,REG (Conf),W 75-57,,2,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,0,1,0,-0.8,Constance Ogbeide,https://www.sports-reference.com/cbb/players/constance-ogbeide-1.html,siena,2023-24
10,10,28,2024-03-07,Siena,@,Rider,REG (Conf),W 77-40,,2,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Constance Ogbeide,https://www.sports-reference.com/cbb/players/constance-ogbeide-1.html,siena,2023-24
