ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2022-11-10,Siena,,New Hampshire,REG (Non-Conf),W 78-58,,8,1,3,.333,1,3,.333,0,0,.500,2,2,1.000,0,0,0,1,0,0,2,2,5,1.2,Bridie McCann,https://www.sports-reference.com/cbb/players/bridie-mccann-1.html,siena,2022-23
2,2,4,2022-11-19,Siena,,Lafayette,REG (Non-Conf),W 63-55,,2,0,1,.000,0,1,.000,0,0,.000,0,0,,1,0,1,0,0,0,0,0,0,0.0,Bridie McCann,https://www.sports-reference.com/cbb/players/bridie-mccann-1.html,siena,2022-23
