ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,15,2022-01-13,Air Force,@,Colorado State,REG (Conf),W 77-52,,1,0,0,0,0,0,0,1,2,.500,0,0,0,0,0,0,0,1,1,0.2,Sydney Mazzilli,https://www.sports-reference.com/cbb/players/sydney-mazzilli-1.html,air-force,2021-22
2,2,18,2022-01-22,Air Force,,San Jose State,REG (Conf),W 58-46,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Sydney Mazzilli,https://www.sports-reference.com/cbb/players/sydney-mazzilli-1.html,air-force,2021-22
3,3,25,2022-02-15,Air Force,,Boise State,REG (Conf),W 77-63,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sydney Mazzilli,https://www.sports-reference.com/cbb/players/sydney-mazzilli-1.html,air-force,2021-22
4,4,29,2022-03-02,Air Force,,San Diego State,REG (Conf),W 70-46,,2,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.3,Sydney Mazzilli,https://www.sports-reference.com/cbb/players/sydney-mazzilli-1.html,air-force,2021-22
