ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,12,5,2022-11-20,Wagner,@,Fordham,REG (Non-Conf),L 48-95,,7,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
2,13,6,2022-11-26,Wagner,,Hofstra,REG (Non-Conf),W 76-68,,7,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
3,14,7,2022-12-01,Wagner,,Saint Peter's,REG (Non-Conf),W 67-50,,9,1,2,.500,0,0,1,2,.500,.500,0,0,0,1,1,0,0,0,2,3,2,-1.9,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
4,15,8,2022-12-05,Wagner,@,New Hampshire,REG (Non-Conf),L 58-64,,3,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,1,0,0,0,0,0.3,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
5,16,9,2022-12-11,Wagner,@,Syracuse,REG (Non-Conf),L 53-83,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
6,17,11,2022-12-21,Wagner,@,St. John's (NY),REG (Non-Conf),L 51-80,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
7,18,12,2023-01-02,Wagner,@,Saint Francis (PA),REG (Conf),W 76-25,,11,2,3,.667,0,0,2,3,.667,.667,0,0,3,0,3,0,0,0,0,1,4,4.4,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
8,19,14,2023-01-08,Wagner,,LIU,REG (Conf),W 80-63,,5,0,0,,0,0,0,0,,,0,0,1,1,2,0,0,0,0,2,0,0.2,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
9,20,15,2023-01-16,Wagner,@,Merrimack,REG (Conf),W 69-63,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
10,21,16,2023-01-19,Wagner,,Stonehill,REG (Conf),W 84-63,,3,0,0,,0,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0.7,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
11,22,17,2023-01-21,Wagner,@,Central Connecticut State,REG (Conf),W 57-52,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
12,23,18,2023-01-26,Wagner,@,St. Francis Brooklyn,REG (Conf),L 59-61,,3,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
13,24,19,2023-02-02,Wagner,,Sacred Heart,REG (Conf),L 47-65,,9,1,2,.500,0,0,1,2,.500,.500,0,0,0,0,0,0,2,0,0,0,2,3.0,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
14,25,20,2023-02-04,Wagner,,Fairleigh Dickinson,REG (Conf),L 50-67,,8,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,1,0,1,1,2,1.3,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
15,26,21,2023-02-09,Wagner,,St. Francis Brooklyn,REG (Conf),L 74-82,,4,0,1,.000,0,0,0,1,.000,.000,0,0,1,0,1,0,0,0,1,2,0,-1.8,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
16,27,22,2023-02-11,Wagner,@,LIU,REG (Conf),L 68-78,,21,4,7,.571,0,0,4,7,.571,.571,0,0,3,3,6,1,1,0,2,2,8,6.6,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
17,28,24,2023-02-18,Wagner,@,Fairleigh Dickinson,REG (Conf),L 52-78,,13,1,1,1.000,0,0,1,1,1.000,1.000,0,0,1,2,3,0,1,1,1,2,2,2.9,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
18,29,25,2023-02-23,Wagner,@,Stonehill,REG (Conf),L 66-73,,8,0,2,.000,0,0,0,2,.000,.000,0,0,1,1,2,0,0,0,1,1,0,-1.8,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
19,30,26,2023-02-25,Wagner,,Saint Francis (PA),REG (Conf),W 72-57,,5,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Cyan Dyke,https://www.sports-reference.com/cbb/players/cyan-dyke-1.html,wagner,2022-23
