ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,51,1,2023-11-06,Southern,@,Baylor,REG (Non-Conf),L 53-85,,11,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,0,1,1,0,0,0,0,0,2,1.3,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
2,52,2,2023-11-08,Southern,@,Texas,REG (Non-Conf),L 35-80,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
3,53,3,2023-11-12,Southern,@,Purdue,REG (Non-Conf),L 50-67,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
4,54,5,2023-11-20,Southern,@,Iowa State,REG (Non-Conf),L 60-78,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
5,55,6,2023-12-03,Southern,,Northwestern State,REG (Non-Conf),L 35-46,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
6,56,7,2023-12-09,Southern,,La. Christian,REG (Non-Conf),W 101-45,,18,3,7,.429,1,1,1.000,2,6,.333,.500,0,0,0,0,0,1,0,0,3,1,7,0.6,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
7,57,8,2023-12-11,Southern,@,Oregon,REG (Non-Conf),L 37-67,,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
8,58,12,2024-01-06,Southern,,Texas Southern,REG (Conf),W 64-45,,4,0,2,.000,0,0,,0,2,.000,.000,0,0,1,1,2,0,1,0,1,0,0,-0.4,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
9,59,13,2024-01-08,Southern,,Prairie View A&M,REG (Conf),W 84-56,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
10,60,16,2024-01-20,Southern,@,Grambling State,REG (Conf),L 45-69,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
11,61,18,2024-01-29,Southern,,Mississippi Valley State,REG (Conf),W 64-45,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
12,62,24,2024-02-19,Southern,@,Texas Southern,REG (Conf),W 68-52,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Osha Cummings,https://www.sports-reference.com/cbb/players/osha-cummings-1.html,southern,2023-24
