ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,4,2021-11-27,Cal State Bakersfield,@,Santa Clara,REG (Non-Conf),L 53-67,,3,0,0,,0,0,0,0,,,0,0,0,1,1,1,0,0,0,0,0,1.0,Sophia Tougas,https://www.sports-reference.com/cbb/players/sophia-tougas-1.html,cal-state-bakersfield,2021-22
2,2,5,2021-11-30,Cal State Bakersfield,,Pepperdine,REG (Non-Conf),L 42-52,,6,0,2,.000,0,0,0,2,.000,.000,0,0,1,0,1,0,0,0,1,0,0,-1.7,Sophia Tougas,https://www.sports-reference.com/cbb/players/sophia-tougas-1.html,cal-state-bakersfield,2021-22
3,3,6,2021-12-05,Cal State Bakersfield,,UNLV,REG (Non-Conf),L 56-71,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Sophia Tougas,https://www.sports-reference.com/cbb/players/sophia-tougas-1.html,cal-state-bakersfield,2021-22
4,4,8,2021-12-11,Cal State Bakersfield,,Fresno State,REG (Non-Conf),L 64-77,,4,0,0,,0,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0.7,Sophia Tougas,https://www.sports-reference.com/cbb/players/sophia-tougas-1.html,cal-state-bakersfield,2021-22
