ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,7,1,2024-11-04,Idaho State,,Arizona Christian,REG (Non-Conf),W 91-52,,5,0,0,,0,0,0,0,,,0,0,0,1,1,0,1,0,1,1,0,-0.1,Milana Nenadic,https://www.sports-reference.com/cbb/players/milana-nenadic-1.html,idaho-state,2024-25
2,8,5,2024-11-21,Idaho State,,Westminster (UT),REG (Non-Conf),W 64-43,,4,0,3,.000,0,0,0,3,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-1.8,Milana Nenadic,https://www.sports-reference.com/cbb/players/milana-nenadic-1.html,idaho-state,2024-25
3,9,6,2024-11-24,Idaho State,@,TCU,REG (Non-Conf),L 46-86,,1,0,2,.000,0,0,0,2,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Milana Nenadic,https://www.sports-reference.com/cbb/players/milana-nenadic-1.html,idaho-state,2024-25
4,10,7,2024-11-28,Idaho State,N,Vermont,REG (Non-Conf),L 44-64,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Milana Nenadic,https://www.sports-reference.com/cbb/players/milana-nenadic-1.html,idaho-state,2024-25
5,11,15,2025-01-16,Idaho State,@,Montana State,REG (Conf),L 52-94,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Milana Nenadic,https://www.sports-reference.com/cbb/players/milana-nenadic-1.html,idaho-state,2024-25
