ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2022-11-15,Missouri State,,Saint Louis,REG (Non-Conf),W 71-55,,1,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
2,2,3,2022-11-17,Missouri State,,Oklahoma State,REG (Non-Conf),L 54-73,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
3,3,4,2022-11-25,Missouri State,N,UTSA,REG (Non-Conf),W 74-51,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
4,4,5,2022-11-26,Missouri State,N,Middle Tennessee,REG (Non-Conf),L 54-79,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
5,5,6,2022-12-04,Missouri State,@,Toledo,REG (Non-Conf),L 63-91,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
6,6,9,2022-12-21,Missouri State,,Little Rock,REG (Non-Conf),W 55-48,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
7,7,11,2022-12-31,Missouri State,@,Evansville,REG (Conf),W 73-61,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
8,8,13,2023-01-07,Missouri State,,Bradley,REG (Conf),W 87-54,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
9,9,14,2023-01-11,Missouri State,,Southern Illinois,REG (Conf),W 78-57,,1,0,1,.000,0,0,0,1,.000,.000,0,0,1,1,2,0,0,0,0,0,0,0.3,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
10,10,17,2023-01-22,Missouri State,@,Murray State,REG (Conf),W 77-61,,2,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
11,11,21,2023-02-04,Missouri State,,Illinois–Chicago,REG (Conf),W 68-57,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
12,12,27,2023-02-25,Missouri State,,Indiana State,REG (Conf),W 77-66,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
13,13,28,2023-03-02,Missouri State,@,Drake,REG (Conf),L 63-83,,3,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,1,0,0,0,1.0,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
14,14,29,2023-03-04,Missouri State,@,Northern Iowa,REG (Conf),L 67-86,,2,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,0,2,1.7,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
15,15,30,2023-03-09,Missouri State,N,Bradley,CTOURN,W 71-53,,6,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,1,0,0,0,1,0,-0.4,Khloe Moad,https://www.sports-reference.com/cbb/players/khloe-moad-1.html,missouri-state,2022-23
