ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,87,1,2023-11-09,Mount St. Mary's,@,Howard,REG (Non-Conf),L 39-58,,21,3,6,.500,0,0,3,6,.500,.500,0,0,2,2,4,0,0,0,5,2,6,-0.8,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
2,88,2,2023-11-15,Mount St. Mary's,@,Navy,REG (Non-Conf),W 67-59 (OT),,11,1,2,.500,0,0,1,2,.500,.500,0,0,1,0,1,0,1,0,1,0,2,1.7,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
3,89,3,2023-11-18,Mount St. Mary's,,Cornell,REG (Non-Conf),L 47-52,,10,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,2,4,0,-3.3,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
4,90,4,2023-11-22,Mount St. Mary's,@,FDU,REG (Non-Conf),W 64-50,,7,2,2,1.000,0,0,2,2,1.000,1.000,0,0,0,0,0,0,0,0,0,1,4,3.0,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
5,91,6,2023-12-02,Mount St. Mary's,@,Loyola (MD),REG (Non-Conf),L 42-63,,10,1,3,.333,0,0,1,3,.333,.333,0,0,2,2,4,0,0,0,0,1,2,1.9,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
6,92,7,2023-12-05,Mount St. Mary's,,Bucknell,REG (Non-Conf),W 55-46,*,17,1,5,.200,0,0,1,5,.200,.200,0,0,1,1,2,0,0,0,1,2,2,-1.9,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
7,93,8,2023-12-09,Mount St. Mary's,,George Mason,REG (Non-Conf),L 30-77,*,20,2,4,.500,0,0,2,4,.500,.500,0,0,2,3,5,0,0,1,4,2,4,0.2,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
8,94,9,2023-12-16,Mount St. Mary's,@,Fairfield,REG (Conf),L 44-62,*,13,2,3,.667,0,0,2,3,.667,.667,0,0,0,1,1,0,0,0,2,3,4,-0.2,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
9,95,10,2023-12-18,Mount St. Mary's,,Siena,REG (Conf),L 55-61,*,24,2,2,1.000,0,0,2,2,1.000,1.000,0,0,2,1,3,0,0,0,5,3,4,-1.1,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
10,96,11,2023-12-22,Mount St. Mary's,@,TCU,REG (Non-Conf),L 34-87,*,15,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,1,0,0,1,2,0,-1.5,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
11,97,12,2024-01-04,Mount St. Mary's,@,Canisius,REG (Conf),L 49-62,,6,2,2,1.000,0,0,2,2,1.000,1.000,0,0,0,1,1,0,0,0,0,0,4,3.7,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
12,98,13,2024-01-06,Mount St. Mary's,@,Niagara,REG (Conf),L 61-72,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
13,99,21,2024-02-08,Mount St. Mary's,,Rider,REG (Conf),W 64-43,,5,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,1,0,-0.1,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
14,100,30,2024-03-12,Mount St. Mary's,N,Marist,CTOURN,W 60-47,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0.7,Jackie Christ,https://www.sports-reference.com/cbb/players/jackie-christ-1.html,mount-st-marys,2023-24
