ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,69,1,2021-11-10,Creighton,@,Drake,REG (Non-Conf),L 79-82,,16,1,2,.500,1,2,.500,0,0,.750,0,0,1,2,3,4,0,0,1,1,3,4.7,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
2,70,2,2021-11-13,Creighton,,Omaha,REG (Non-Conf),W 71-51,,15,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,1,0,0,0,0,0,0.0,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
3,71,3,2021-11-17,Creighton,@,Nebraska,REG (Non-Conf),L 62-67,,10,0,0,,0,0,,0,0,,0,0,2,0,2,0,0,0,1,1,0,0.0,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
4,72,4,2021-11-21,Creighton,,South Dakota State,REG (Non-Conf),W 67-55,,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
5,73,6,2021-12-03,Creighton,,Georgetown,REG (Conf),W 64-38,,10,2,2,1.000,2,2,1.000,0,0,1.500,0,0,0,0,0,0,0,0,2,0,6,3.4,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
6,74,7,2021-12-05,Creighton,,Villanova,REG (Conf),W 72-58,,8,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
7,75,9,2021-12-16,Creighton,,South Dakota,REG (Non-Conf),L 71-73,,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
8,76,10,2021-12-19,Creighton,@,Providence,REG (Conf),W 71-56,,4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
9,77,11,2021-12-21,Creighton,@,Arkansas,REG (Non-Conf),W 81-72,,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
10,78,13,2022-01-07,Creighton,,Marquette,REG (Conf),W 62-45,,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
11,79,17,2022-01-19,Creighton,@,Butler,REG (Conf),W 95-44,,11,1,3,.333,1,3,.333,0,0,.500,0,0,0,1,1,3,0,0,1,0,3,2.7,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
12,80,18,2022-01-21,Creighton,@,Georgetown,REG (Conf),W 80-70,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
13,81,20,2022-01-28,Creighton,,Providence,REG (Conf),W 95-71,,12,1,3,.333,1,3,.333,0,0,.500,0,0,1,1,2,1,1,0,0,1,3,3.6,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
14,82,24,2022-02-11,Creighton,,Xavier,REG (Conf),W 68-47,,6,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
15,83,26,2022-02-18,Creighton,@,St. John's (NY),REG (Conf),W 107-59,,12,0,1,.000,0,1,.000,0,0,.000,0,0,0,1,1,2,1,0,1,1,0,0.6,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
16,84,28,2022-02-27,Creighton,,DePaul,REG (Conf),L 84-90,*,3,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
17,85,30,2022-03-18,Creighton,@,Colorado,ROUND-64,W 84-74,,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
18,86,33,2022-03-27,Creighton,N,South Carolina,ROUND-8,L 50-80,,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Chloe Dworak,https://www.sports-reference.com/cbb/players/chloe-dworak-1.html,creighton,2021-22
