ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,54,2,2022-11-11,Colorado State,,Montana,REG (Non-Conf),W 82-58,,12,2,3,.667,0,1,.000,2,2,1.000,.667,0,0,0,2,2,0,1,1,1,3,4,2.8,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
2,55,3,2022-11-15,Colorado State,,Western Co.,REG (Non-Conf),W 86-56,,17,0,2,.000,0,2,.000,0,0,,.000,0,0,0,3,3,3,1,0,1,2,0,0.8,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
3,56,4,2022-11-20,Colorado State,@,Mississippi State,REG (Non-Conf),L 66-71,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
4,57,5,2022-11-25,Colorado State,N,Mercer,REG (Non-Conf),W 79-51,,8,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,0,1,1,0,1,0,1,1,2,0.9,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
5,58,8,2022-12-03,Colorado State,,Western Michigan,REG (Non-Conf),W 85-65,,19,1,4,.250,1,2,.500,0,2,.000,.375,0,0,0,2,2,1,3,0,1,3,3,2.7,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
6,59,9,2022-12-06,Colorado State,,Denver,REG (Non-Conf),W 85-54,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
7,60,13,2022-12-31,Colorado State,@,UNLV,REG (Conf),L 88-91 (OT),,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
8,61,14,2023-01-05,Colorado State,@,Utah State,REG (Conf),W 99-62,,13,1,4,.250,0,2,.000,1,2,.500,.250,0,0,1,2,3,0,1,0,0,0,2,1.9,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
9,62,16,2023-01-11,Colorado State,@,Boise State,REG (Conf),W 71-50,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
10,63,20,2023-01-26,Colorado State,@,New Mexico,REG (Conf),L 59-64,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
11,64,22,2023-02-02,Colorado State,,Utah State,REG (Conf),W 86-64,,7,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
12,65,24,2023-02-09,Colorado State,@,San Jose State,REG (Conf),W 59-57,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
13,66,26,2023-02-16,Colorado State,@,San Diego State,REG (Conf),L 49-53,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
14,67,27,2023-02-18,Colorado State,,Air Force,REG (Conf),W 67-64,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
15,68,29,2023-02-28,Colorado State,,Boise State,REG (Conf),W 66-51,,2,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
16,69,30,2023-03-06,Colorado State,N,Boise State,CTOURN,W 59-52,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
17,70,31,2023-03-07,Colorado State,N,Wyoming,CTOURN,L 56-65,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
18,71,32,2023-03-16,Colorado State,@,Northern Iowa,WNIT,L 76-88,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Petra Farkas,https://www.sports-reference.com/cbb/players/petra-farkas-1.html,colorado-state,2022-23
