ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,56,1,2022-11-07,South Carolina,,East Tennessee State,REG (Non-Conf),W 101-31,,6,0,1,.000,0,1,.000,0,0,.000,0,0,0,1,1,1,0,0,0,1,0,-0.1,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
2,57,3,2022-11-17,South Carolina,@,Clemson,REG (Non-Conf),W 85-31,,10,0,1,.000,0,1,.000,0,0,.000,0,0,0,2,2,0,0,0,0,0,0,-0.1,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
3,58,4,2022-11-20,South Carolina,@,Stanford,REG (Non-Conf),W 76-71 (OT),,6,1,3,.333,1,3,.333,0,0,.500,0,0,0,1,1,0,0,0,0,0,3,1.6,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
4,59,5,2022-11-22,South Carolina,@,Cal Poly,REG (Non-Conf),W 79-36,,10,0,2,.000,0,2,.000,0,0,.000,0,0,1,0,1,0,0,0,0,0,0,-0.7,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
5,60,6,2022-11-27,South Carolina,,Hampton,REG (Non-Conf),W 85-38,,7,1,2,.500,1,2,.500,0,0,.750,0,0,0,1,1,1,0,0,0,1,3,2.6,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
6,61,7,2022-11-29,South Carolina,,UCLA,REG (Non-Conf),W 73-64,,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
7,62,8,2022-12-03,South Carolina,,Memphis,REG (Non-Conf),W 79-54,,3,0,2,.000,0,2,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
8,63,9,2022-12-11,South Carolina,,Liberty,REG (Non-Conf),W 88-39,,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
9,64,10,2022-12-15,South Carolina,N,South Dakota State,REG (Non-Conf),W 62-44,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
10,65,11,2022-12-18,South Carolina,,Charleston Southern,REG (Non-Conf),W 87-23,,3,1,1,1.000,1,1,1.000,0,0,1.500,0,0,0,0,0,0,0,0,0,0,3,2.7,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
11,66,12,2022-12-21,South Carolina,,Coastal Carolina,REG (Non-Conf),W 102-39,,3,1,2,.500,1,2,.500,0,0,.750,0,0,0,1,1,0,0,0,0,0,3,2.3,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
12,67,13,2022-12-29,South Carolina,,Texas A&M,REG (Conf),W 76-34,,7,0,3,.000,0,3,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-2.1,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
13,68,15,2023-01-05,South Carolina,,Auburn,REG (Conf),W 94-42,,5,1,1,1.000,1,1,1.000,0,0,1.500,0,0,0,0,0,1,0,0,0,0,3,3.4,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
14,69,19,2023-01-19,South Carolina,@,Vanderbilt,REG (Conf),W 96-48,,3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
15,70,20,2023-01-22,South Carolina,,Arkansas,REG (Conf),W 92-46,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
16,71,22,2023-02-02,South Carolina,,Kentucky,REG (Conf),W 87-69,,3,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
17,72,24,2023-02-09,South Carolina,@,Auburn,REG (Conf),W 83-48,,9,1,3,.333,1,3,.333,0,0,.500,0,0,0,1,1,0,0,0,0,0,3,1.6,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
18,73,26,2023-02-16,South Carolina,,Florida,REG (Conf),W 87-56,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
19,74,29,2023-02-26,South Carolina,,Georgia,REG (Conf),W 73-63,,2,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Olivia Thompson,https://www.sports-reference.com/cbb/players/olivia-thompson-1.html,south-carolina,2022-23
