ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,6,1,2023-11-06,Central Connecticut State,@,Manhattan,REG (Non-Conf),L 35-52,,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Livvy Pizzitola,https://www.sports-reference.com/cbb/players/livvy-pizzitola-1.html,central-connecticut-state,2023-24
2,7,2,2023-11-10,Central Connecticut State,@,Syracuse,REG (Non-Conf),L 53-101,,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Livvy Pizzitola,https://www.sports-reference.com/cbb/players/livvy-pizzitola-1.html,central-connecticut-state,2023-24
3,8,4,2023-11-17,Central Connecticut State,@,Bryant,REG (Non-Conf),L 69-72,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Livvy Pizzitola,https://www.sports-reference.com/cbb/players/livvy-pizzitola-1.html,central-connecticut-state,2023-24
4,9,7,2023-11-26,Central Connecticut State,,Fairfield,REG (Non-Conf),L 52-78,,5,0,0,0,0,0,0,2,2,1.000,0,0,0,0,0,0,0,0,2,2.0,Livvy Pizzitola,https://www.sports-reference.com/cbb/players/livvy-pizzitola-1.html,central-connecticut-state,2023-24
5,10,8,2023-11-29,Central Connecticut State,@,Illinois,REG (Non-Conf),L 50-89,,3,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,0,0,-0.3,Livvy Pizzitola,https://www.sports-reference.com/cbb/players/livvy-pizzitola-1.html,central-connecticut-state,2023-24
6,11,9,2023-12-02,Central Connecticut State,@,New Hampshire,REG (Non-Conf),L 64-79,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Livvy Pizzitola,https://www.sports-reference.com/cbb/players/livvy-pizzitola-1.html,central-connecticut-state,2023-24
7,12,11,2023-12-08,Central Connecticut State,@,Seton Hall,REG (Non-Conf),L 46-77,,6,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,2,0,-0.5,Livvy Pizzitola,https://www.sports-reference.com/cbb/players/livvy-pizzitola-1.html,central-connecticut-state,2023-24
