ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2021-11-09,Western Carolina,,Emory & Henry,REG (Non-Conf),W 72-48,*,10,2,3,.667,0,0,2,3,.667,.667,2,2,1.000,0,1,1,0,2,0,1,0,6,6.0,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
2,2,2,2021-11-12,Western Carolina,,UNC Asheville,REG (Non-Conf),L 72-74 (OT),,6,1,1,1.000,0,0,1,1,1.000,1.000,2,2,1.000,1,0,1,0,0,0,1,1,4,3.0,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
3,3,3,2021-11-16,Western Carolina,,Presbyterian,REG (Non-Conf),W 52-51,,17,2,3,.667,0,0,2,3,.667,.667,9,10,.900,2,2,4,0,2,1,4,3,13,10.8,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
4,4,5,2021-11-23,Western Carolina,@,Cincinnati,REG (Non-Conf),L 45-46,,12,1,4,.250,0,0,1,4,.250,.250,2,2,1.000,0,1,1,1,0,1,0,2,4,2.5,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
5,5,6,2021-11-26,Western Carolina,@,Alabama,REG (Non-Conf),L 43-77,,15,2,5,.400,0,0,2,5,.400,.400,4,4,1.000,1,1,2,0,0,2,0,4,8,6.1,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
6,6,7,2021-11-29,Western Carolina,,Mars Hill,REG (Non-Conf),W 70-51,,16,4,7,.571,0,0,4,7,.571,.571,0,0,,4,7,11,1,1,0,1,2,8,9.5,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
7,7,8,2021-12-01,Western Carolina,,USC Upstate,REG (Non-Conf),L 51-58 (OT),*,10,1,2,.500,0,0,1,2,.500,.500,0,0,,2,1,3,0,0,0,1,1,2,1.3,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
8,8,9,2021-12-04,Western Carolina,@,Winthrop,REG (Non-Conf),L 55-71,*,17,5,9,.556,0,0,5,9,.556,.556,2,3,.667,4,0,4,1,3,0,2,4,12,10.2,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
9,9,10,2021-12-06,Western Carolina,@,Campbell,REG (Non-Conf),L 40-53,,11,1,2,.500,0,0,1,2,.500,.500,0,2,.000,0,2,2,0,0,0,2,5,2,-3.2,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
10,10,11,2021-12-09,Western Carolina,,Tennessee Tech,REG (Non-Conf),L 50-67,*,27,5,10,.500,0,0,5,10,.500,.500,0,2,.000,5,4,9,0,1,2,3,3,10,7.1,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
11,11,12,2021-12-12,Western Carolina,@,South Carolina State,REG (Non-Conf),W 61-52,*,28,8,9,.889,0,0,8,9,.889,.889,5,7,.714,2,2,4,0,0,1,1,3,21,17.6,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
12,12,13,2021-12-20,Western Carolina,,Davidson,REG (Non-Conf),L 46-68,*,18,3,6,.500,0,0,3,6,.500,.500,2,7,.286,2,0,2,0,0,1,0,4,8,3.5,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
13,13,15,2022-01-06,Western Carolina,@,Wofford,REG (Conf),L 48-72,,9,1,6,.167,0,0,1,6,.167,.167,1,2,.500,0,2,2,0,0,0,0,0,3,-0.6,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
14,14,16,2022-01-08,Western Carolina,@,Furman,REG (Conf),L 59-71,,3,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
15,15,17,2022-01-13,Western Carolina,,Samford,REG (Conf),L 47-62,,5,0,2,.000,0,0,0,2,.000,.000,2,4,.500,1,1,2,0,0,0,0,1,2,0.4,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
16,16,18,2022-01-15,Western Carolina,,Mercer,REG (Conf),L 58-69,*,23,4,5,.800,0,0,4,5,.800,.800,6,9,.667,4,4,8,0,0,0,4,3,14,9.7,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
17,17,19,2022-01-20,Western Carolina,@,Chattanooga,REG (Conf),L 48-55,*,7,0,3,.000,0,0,0,3,.000,.000,0,2,.000,1,1,2,0,0,0,0,1,0,-2.3,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
18,18,20,2022-01-22,Western Carolina,@,East Tennessee State,REG (Conf),L 45-68,*,11,0,2,.000,0,0,0,2,.000,.000,3,4,.750,2,1,3,0,0,0,0,2,3,2.1,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
19,19,21,2022-01-29,Western Carolina,,UNC Greensboro,REG (Conf),L 29-64,,12,0,3,.000,0,0,0,3,.000,.000,0,0,,1,0,1,0,0,1,2,2,0,-3.5,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
20,20,22,2022-02-03,Western Carolina,,Furman,REG (Conf),L 58-63,,8,1,4,.250,0,0,1,4,.250,.250,0,0,,2,2,4,0,0,0,1,3,2,-0.6,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
21,21,23,2022-02-05,Western Carolina,,Wofford,REG (Conf),L 49-71,,11,0,2,.000,0,0,0,2,.000,.000,2,2,1.000,0,0,0,0,0,0,1,3,2,-1.6,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
22,22,24,2022-02-10,Western Carolina,@,Mercer,REG (Conf),L 40-46,,19,4,4,1.000,0,0,4,4,1.000,1.000,2,9,.222,4,5,9,1,0,1,4,5,10,5.7,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
23,23,25,2022-02-12,Western Carolina,@,Samford,REG (Conf),L 51-64,*,31,6,12,.500,0,0,6,12,.500,.500,4,4,1.000,2,9,11,1,3,2,1,3,16,17.0,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
24,24,26,2022-02-17,Western Carolina,,East Tennessee State,REG (Conf),L 51-58,*,17,1,6,.167,0,0,1,6,.167,.167,1,2,.500,3,5,8,0,2,1,3,5,3,0.1,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
25,25,27,2022-02-19,Western Carolina,,Chattanooga,REG (Conf),L 47-63,,7,0,1,.000,0,0,0,1,.000,.000,0,0,,1,2,3,0,0,0,2,0,0,-1.4,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
26,26,28,2022-02-22,Western Carolina,,Emory & Henry,REG (Non-Conf),W 42-39,,16,4,7,.571,0,0,4,7,.571,.571,3,4,.750,3,4,7,0,2,1,2,3,11,10.1,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
27,27,29,2022-02-26,Western Carolina,@,UNC Greensboro,REG (Conf),L 39-67,*,8,0,2,.000,0,0,0,2,.000,.000,2,2,1.000,0,2,2,0,0,0,1,5,2,-1.8,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
28,28,30,2022-03-03,Western Carolina,@,Mercer,CTOURN,L 46-85,*,14,1,4,.250,0,0,1,4,.250,.250,2,2,1.000,1,4,5,0,0,0,3,1,4,0.1,Endia Holliday,https://www.sports-reference.com/cbb/players/endia-holliday-1.html,western-carolina,2021-22
