ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,2,1,2022-11-09,Illinois,,LIU,REG (Non-Conf),W 75-40,,13,5,10,.500,0,0,5,10,.500,.500,0,1,.000,3,4,7,1,1,2,2,2,10,8.2,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
2,3,2,2022-11-13,Illinois,,Alcorn State,REG (Non-Conf),W 90-59,,5,1,3,.333,0,0,1,3,.333,.333,2,3,.667,2,2,4,0,0,0,0,2,4,3.1,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
3,4,3,2022-11-16,Illinois,,McNeese State,REG (Non-Conf),W 100-38,,10,2,4,.500,0,0,2,4,.500,.500,0,0,,3,5,8,0,0,0,1,2,4,3.8,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
4,5,4,2022-11-19,Illinois,,Evansville,REG (Non-Conf),W 93-54,,7,2,3,.667,0,0,2,3,.667,.667,0,0,,2,3,5,0,0,1,0,3,4,4.5,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
5,6,5,2022-11-21,Illinois,,Oakland,REG (Non-Conf),W 84-55,,9,1,2,.500,0,0,1,2,.500,.500,1,2,.500,2,2,4,0,0,2,4,3,3,-0.2,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
6,7,11,2022-12-11,Illinois,@,Butler,REG (Non-Conf),W 65-63,,6,2,3,.667,0,0,2,3,.667,.667,0,0,,0,1,1,1,0,0,0,1,4,3.3,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
7,8,12,2022-12-18,Illinois,@,Missouri,REG (Non-Conf),W 76-66,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
8,9,13,2022-12-21,Illinois,,Florida Atlantic,REG (Non-Conf),W 81-46,,8,0,1,.000,0,0,0,1,.000,.000,0,0,,1,1,2,0,0,0,0,0,0,0.3,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
9,10,14,2022-12-29,Illinois,@,Wisconsin,REG (Conf),W 79-63,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
10,11,15,2023-01-01,Illinois,,Iowa,REG (Conf),W 90-86,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,3,0,-2.2,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
11,12,16,2023-01-05,Illinois,,Northwestern,REG (Conf),W 85-79,,1,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
12,13,19,2023-01-18,Illinois,,Indiana,REG (Conf),L 72-83,,6,0,1,.000,0,0,0,1,.000,.000,0,0,,1,0,1,0,0,0,0,0,0,0.0,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
13,14,20,2023-01-22,Illinois,@,Northwestern,REG (Conf),W 67-64,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
14,15,21,2023-01-26,Illinois,,Purdue,REG (Conf),L 52-62,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
15,16,22,2023-01-29,Illinois,,Michigan State,REG (Conf),W 86-76,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
16,17,23,2023-02-02,Illinois,@,Michigan,REG (Conf),L 57-74,,3,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
17,18,24,2023-02-05,Illinois,,Minnesota,REG (Conf),W 69-62,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
18,19,25,2023-02-09,Illinois,@,Nebraska,REG (Conf),W 72-64,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
19,20,27,2023-02-19,Illinois,,Penn State,REG (Conf),W 85-62,,4,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,4,0,-1.6,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
20,21,29,2023-02-26,Illinois,@,Rutgers,REG (Conf),W 75-53,,7,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,0,1,2,1.6,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
21,22,30,2023-03-02,Illinois,N,Rutgers,CTOURN,W 81-55,,13,2,4,.500,0,0,2,4,.500,.500,0,0,,1,1,2,2,0,1,1,4,4,2.5,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
22,23,31,2023-03-03,Illinois,N,Maryland,CTOURN,L 58-73,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
23,24,32,2023-03-15,Illinois,N,Mississippi State,FIRST-FOUR,L 56-70,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Aicha Ndour,https://www.sports-reference.com/cbb/players/aicha-ndour-1.html,illinois,2022-23
