ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2021-11-14,Northern Kentucky,,Eastern Kentucky,REG (Non-Conf),W 76-61,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Paige Hodgson,https://www.sports-reference.com/cbb/players/paige-hodgson-1.html,northern-kentucky,2021-22
2,2,9,2021-12-08,Northern Kentucky,,Kentucky St.,REG (Non-Conf),W 72-51,,7,2,4,.500,1,3,.333,1,1,1.000,.625,0,0,0,0,0,1,0,0,0,1,5,3.3,Paige Hodgson,https://www.sports-reference.com/cbb/players/paige-hodgson-1.html,northern-kentucky,2021-22
3,3,13,2022-01-13,Northern Kentucky,@,Detroit Mercy,REG (Conf),W 74-54,,1,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Paige Hodgson,https://www.sports-reference.com/cbb/players/paige-hodgson-1.html,northern-kentucky,2021-22
4,4,19,2022-02-01,Northern Kentucky,@,Illinois–Chicago,REG (Conf),W 71-41,,3,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Paige Hodgson,https://www.sports-reference.com/cbb/players/paige-hodgson-1.html,northern-kentucky,2021-22
5,5,27,2022-02-26,Northern Kentucky,,Detroit Mercy,REG (Conf),W 67-44,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Paige Hodgson,https://www.sports-reference.com/cbb/players/paige-hodgson-1.html,northern-kentucky,2021-22
6,6,28,2022-03-01,Northern Kentucky,,Detroit Mercy,CTOURN,W 73-50,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Paige Hodgson,https://www.sports-reference.com/cbb/players/paige-hodgson-1.html,northern-kentucky,2021-22
