ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,49,2,2021-11-14,Northern Kentucky,,Eastern Kentucky,REG (Non-Conf),W 76-61,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
2,50,6,2021-11-27,Northern Kentucky,@,Central Arkansas,REG (Non-Conf),W 63-59 (OT),,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,2,0,-1.8,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
3,51,9,2021-12-08,Northern Kentucky,,Kentucky St.,REG (Non-Conf),W 72-51,,5,0,0,,0,0,0,0,,,0,0,3,0,3,0,0,0,0,1,0,1.7,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
4,52,11,2021-12-20,Northern Kentucky,@,Wofford,REG (Non-Conf),W 84-64,,2,0,1,.000,0,0,0,1,.000,.000,0,0,1,0,1,0,0,0,0,0,0,0.0,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
5,53,13,2022-01-13,Northern Kentucky,@,Detroit Mercy,REG (Conf),W 74-54,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
6,54,19,2022-02-01,Northern Kentucky,@,Illinois–Chicago,REG (Conf),W 71-41,,12,0,2,.000,0,0,0,2,.000,.000,0,0,3,1,4,4,1,0,0,3,0,3.6,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
7,55,20,2022-02-03,Northern Kentucky,@,Purdue Fort Wayne,REG (Conf),W 67-43,,3,1,3,.333,0,0,1,3,.333,.333,0,0,2,2,4,0,0,1,0,2,2,2.2,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
8,56,22,2022-02-10,Northern Kentucky,,Illinois–Chicago,REG (Conf),W 67-57,,6,0,0,,0,0,0,0,,,0,0,0,2,2,1,0,0,0,3,0,0.1,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
9,57,23,2022-02-12,Northern Kentucky,,IUPUI,REG (Conf),L 53-78,,7,0,1,.000,0,0,0,1,.000,.000,0,0,2,0,2,0,1,0,0,1,0,1.3,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
10,58,25,2022-02-20,Northern Kentucky,@,Robert Morris,REG (Conf),W 64-49,,4,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,2,2,0,0,0,0,2,2,1.5,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
11,59,27,2022-02-26,Northern Kentucky,,Detroit Mercy,REG (Conf),W 67-44,,8,0,1,.000,0,0,0,1,.000,.000,0,0,1,0,1,0,1,0,0,0,0,1.0,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
12,60,28,2022-03-01,Northern Kentucky,,Detroit Mercy,CTOURN,W 73-50,,8,1,2,.500,0,0,1,2,.500,.500,0,0,0,2,2,0,0,0,0,2,2,0.8,Tayah Irvin,https://www.sports-reference.com/cbb/players/tayah-irvin-1.html,northern-kentucky,2021-22
