ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,26,28,2023-03-02,Northeastern,@,College of Charleston,REG (Conf),W 74-60,,8,0,4,.000,0,4,.000,0,0,.000,0,0,,0,0,0,0,0,0,0,1,0,-3.2,Maddie Vizza,https://www.sports-reference.com/cbb/players/maddie-vizza-1.html,northeastern,2022-23
2,27,29,2023-03-04,Northeastern,@,UNC Wilmington,REG (Conf),W 78-69,,17,2,5,.400,2,5,.400,0,0,.600,3,4,.750,0,0,0,1,1,0,1,2,9,5.8,Maddie Vizza,https://www.sports-reference.com/cbb/players/maddie-vizza-1.html,northeastern,2022-23
3,28,30,2023-03-10,Northeastern,N,Stony Brook,CTOURN,W 85-68,,4,0,1,.000,0,1,.000,0,0,.000,0,0,,0,0,0,0,0,0,1,0,0,-1.7,Maddie Vizza,https://www.sports-reference.com/cbb/players/maddie-vizza-1.html,northeastern,2022-23
4,29,31,2023-03-11,Northeastern,N,Monmouth,CTOURN,L 60-73,,9,1,3,.333,1,3,.333,0,0,.500,0,0,,0,0,0,0,0,0,3,2,3,-2.5,Maddie Vizza,https://www.sports-reference.com/cbb/players/maddie-vizza-1.html,northeastern,2022-23
