ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,45,1,2024-11-04,High Point,@,Elon,REG (Non-Conf),L 65-66,,6,0,0,,0,0,0,0,,,0,0,,0,0,0,0,1,1,0,1,0,1.3,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
2,46,3,2024-11-10,High Point,,Davidson,REG (Non-Conf),W 56-53,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
3,47,4,2024-11-14,High Point,@,Campbell,REG (Non-Conf),L 47-60,,3,0,0,,0,0,0,0,,,1,2,.500,0,0,0,0,0,0,0,0,1,0.6,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
4,48,7,2024-11-29,High Point,N,West Virginia,REG (Non-Conf),L 54-89,,10,1,2,.500,0,0,1,2,.500,.500,1,3,.333,0,2,2,1,0,1,0,2,3,2.4,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
5,49,8,2024-11-30,High Point,N,Illinois State,REG (Non-Conf),L 49-70,,14,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,3,3,1,1,0,1,2,2,2.5,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
6,50,10,2024-12-06,High Point,,Winston-Salem,REG (Non-Conf),W 90-54,,5,1,2,.500,0,0,1,2,.500,.500,1,1,1.000,1,0,1,0,0,1,1,0,3,2.4,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
7,51,12,2024-12-17,High Point,@,UCF,REG (Non-Conf),W 64-60,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
8,52,13,2024-12-21,High Point,,Austin Peay,REG (Non-Conf),L 46-59,,8,0,1,.000,0,0,0,1,.000,.000,1,6,.167,1,2,3,0,0,0,1,1,1,-1.8,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
9,53,14,2025-01-02,High Point,@,Radford,REG (Conf),W 67-55,,3,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,2,1,2,0,-1.1,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
10,54,16,2025-01-08,High Point,,Charleston Southern,REG (Conf),W 78-51,,5,0,0,,0,0,0,0,,,2,2,1.000,0,3,3,0,0,0,2,2,2,0.1,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
11,55,17,2025-01-11,High Point,@,Gardner-Webb,REG (Conf),L 52-64,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,Ariana Wilkes,https://www.sports-reference.com/cbb/players/ariana-wilkes-1.html,high-point,2024-25
