ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,9,1,2024-11-04,Utah,,Southern Utah,REG (Non-Conf),W 105-52,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Alyssa Blanck,https://www.sports-reference.com/cbb/players/alyssa-blanck-1.html,utah,2024-25
2,10,2,2024-11-07,Utah,,Weber State,REG (Non-Conf),W 86-46,,2,1,2,.500,1,2,.500,0,0,,.750,0,0,0,0,0,0,0,0,0,0,3,2.0,Alyssa Blanck,https://www.sports-reference.com/cbb/players/alyssa-blanck-1.html,utah,2024-25
3,11,4,2024-11-18,Utah,,McNeese State,REG (Non-Conf),W 118-50,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,0,2,2,1,0,0,1,0,0,-0.4,Alyssa Blanck,https://www.sports-reference.com/cbb/players/alyssa-blanck-1.html,utah,2024-25
4,12,9,2024-12-04,Utah,,Utah State,REG (Non-Conf),W 87-34,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Alyssa Blanck,https://www.sports-reference.com/cbb/players/alyssa-blanck-1.html,utah,2024-25
5,13,12,2024-12-21,Utah,,Arizona State,REG (Conf),W 102-82,,1,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Alyssa Blanck,https://www.sports-reference.com/cbb/players/alyssa-blanck-1.html,utah,2024-25
6,14,16,2025-01-11,Utah,,Houston,REG (Conf),W 69-42,,1,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Alyssa Blanck,https://www.sports-reference.com/cbb/players/alyssa-blanck-1.html,utah,2024-25
7,15,23,2025-02-08,Utah,,UCF,REG (Conf),W 95-51,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,1,0,-0.8,Alyssa Blanck,https://www.sports-reference.com/cbb/players/alyssa-blanck-1.html,utah,2024-25
8,16,25,2025-02-15,Utah,@,Arizona State,REG (Conf),W 98-62,,1,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Alyssa Blanck,https://www.sports-reference.com/cbb/players/alyssa-blanck-1.html,utah,2024-25
9,17,27,2025-02-23,Utah,@,Cincinnati,REG (Conf),W 92-65,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Alyssa Blanck,https://www.sports-reference.com/cbb/players/alyssa-blanck-1.html,utah,2024-25
