ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,39,1,2021-11-09,Saint Francis (PA),@,Temple,REG (Non-Conf),L 53-73,,1,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
2,40,2,2021-11-14,Saint Francis (PA),@,Kent State,REG (Non-Conf),L 45-71,,2,1,2,.500,0,0,,1,2,.500,.500,0,0,0,0,0,0,0,0,0,0,2,1.0,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
3,41,3,2021-11-16,Saint Francis (PA),@,West Virginia,REG (Non-Conf),L 33-86,,2,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
4,42,5,2021-11-28,Saint Francis (PA),@,Coppin State,REG (Non-Conf),L 38-68,,5,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
5,43,6,2021-12-01,Saint Francis (PA),@,Bucknell,REG (Non-Conf),L 31-68,,4,0,1,.000,0,0,,0,1,.000,.000,0,0,1,1,2,0,0,0,0,0,0,0.3,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
6,44,8,2021-12-08,Saint Francis (PA),@,Toledo,REG (Non-Conf),L 33-86,,5,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,1,0,0,-0.7,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
7,45,10,2021-12-19,Saint Francis (PA),@,Georgia,REG (Non-Conf),L 45-82,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
8,46,11,2021-12-21,Saint Francis (PA),@,Jacksonville State,REG (Non-Conf),L 43-60,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
9,47,20,2022-01-27,Saint Francis (PA),,Wagner,REG (Conf),L 39-63,,2,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
10,48,22,2022-02-03,Saint Francis (PA),@,Bryant,REG (Conf),L 36-58,,4,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,1,0,1,0,0,0,0,0,2,2.4,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
11,49,28,2022-02-26,Saint Francis (PA),,Sacred Heart,REG (Conf),W 74-68,*,8,0,0,,0,0,,0,0,,,0,0,0,0,0,2,0,0,0,2,0,0.6,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
12,50,29,2022-03-03,Saint Francis (PA),,Mount St. Mary's,REG (Conf),L 48-61,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
13,51,30,2022-03-07,Saint Francis (PA),@,Mount St. Mary's,CTOURN,L 53-69,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kayley Kovac,https://www.sports-reference.com/cbb/players/kayley-kovac-1.html,saint-francis-pa,2021-22
