ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,26,1,2024-11-05,TCU,,Houston Christian,REG (Non-Conf),W 78-41,,2,0,0,0,0,0,0,1,2,.500,0,2,2,0,0,0,1,1,1,-0.2,Daija Turner,https://www.sports-reference.com/cbb/players/daija-turner-1.html,texas-christian,2024-25
2,27,2,2024-11-10,TCU,,New Orleans,REG (Non-Conf),W 107-52,,2,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.3,Daija Turner,https://www.sports-reference.com/cbb/players/daija-turner-1.html,texas-christian,2024-25
3,28,3,2024-11-13,TCU,,Texas State,REG (Non-Conf),W 90-31,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,Daija Turner,https://www.sports-reference.com/cbb/players/daija-turner-1.html,texas-christian,2024-25
4,29,6,2024-11-24,TCU,,Idaho State,REG (Non-Conf),W 86-46,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0.7,Daija Turner,https://www.sports-reference.com/cbb/players/daija-turner-1.html,texas-christian,2024-25
5,30,8,2024-11-30,TCU,N,South Florida,REG (Non-Conf),W 87-46,,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Daija Turner,https://www.sports-reference.com/cbb/players/daija-turner-1.html,texas-christian,2024-25
6,31,9,2024-12-04,TCU,,Florida Atlantic,REG (Non-Conf),W 78-42,,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,Daija Turner,https://www.sports-reference.com/cbb/players/daija-turner-1.html,texas-christian,2024-25
7,32,11,2024-12-15,TCU,,Louisiana Tech,REG (Non-Conf),W 92-41,,1,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,0,-0.1,Daija Turner,https://www.sports-reference.com/cbb/players/daija-turner-1.html,texas-christian,2024-25
8,33,12,2024-12-17,TCU,,Samford,REG (Non-Conf),W 103-64,,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,Daija Turner,https://www.sports-reference.com/cbb/players/daija-turner-1.html,texas-christian,2024-25
9,34,30,2025-02-26,TCU,,Houston,REG (Conf),W 91-56,,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,Daija Turner,https://www.sports-reference.com/cbb/players/daija-turner-1.html,texas-christian,2024-25
