player_sr_link,player_name,school,season,pos,games,games_started,mp,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,ast_pct,tov_pct,usg_pct
https://www.sports-reference.com/cbb/players/jacquece-alston-1.html,Jacquece Alston,savannah-state,2018-19,G,23,20,683,.402,.069,.392,20.3,22.7,17.5
https://www.sports-reference.com/cbb/players/heniaya-moton-1.html,Heniaya Moton,savannah-state,2018-19,G,26,12,674,.414,.355,.304,15.8,22.2,19.2
https://www.sports-reference.com/cbb/players/myasia-jones-1.html,Myasia Jones,savannah-state,2018-19,G,23,22,668,.467,.522,.330,16.9,24.2,29.3
https://www.sports-reference.com/cbb/players/jalea-gray-1.html,Jalea Gray,savannah-state,2018-19,F,23,18,516,.440,.076,.417,3.0,20.2,15.8
https://www.sports-reference.com/cbb/players/azhana-maxwell-1.html,Azhana Maxwell,savannah-state,2018-19,G,25,6,447,.384,.546,.214,10.6,14.3,23.2
https://www.sports-reference.com/cbb/players/alexxus-sowell-1.html,Alexxus Sowel,savannah-state,2018-19,C,18,17,434,.445,.000,.333,1.3,11.2,11.9
https://www.sports-reference.com/cbb/players/leandrea-gillis-1.html,Le'Andrea Gillis,savannah-state,2018-19,F,26,13,432,.410,.677,.118,9.5,18.3,24.0
https://www.sports-reference.com/cbb/players/robbi-allen-1.html,Robbi Allen,savannah-state,2018-19,G,21,4,387,.389,.130,.201,12.1,18.5,24.1
https://www.sports-reference.com/cbb/players/taquasia-lampkin-1.html,Ta'Quasia Lampkin,savannah-state,2018-19,F,19,3,365,.510,.229,.554,7.5,19.3,14.6
https://www.sports-reference.com/cbb/players/alexus-bryant-1.html,Alexus Bryant,savannah-state,2018-19,C,19,10,339,.516,.000,.300,0.5,22.9,9.0
https://www.sports-reference.com/cbb/players/jabrekia-bass-1.html,Ja'Brekia Bass,savannah-state,2018-19,G,8,1,111,.368,.000,1.389,3.1,31.9,16.2
https://www.sports-reference.com/cbb/players/deneesha-wallace-1.html,Deneesha Wallace,savannah-state,2018-19,F,14,4,72,.112,.125,.250,2.3,18.3,6.2
https://www.sports-reference.com/cbb/players/cortney-williams-2.html,Cortney Williams,savannah-state,2018-19,F,8,0,63,.251,.000,.222,5.4,16.7,7.8
https://www.sports-reference.com/cbb/players/mineesha-wallace-1.html,Mineesha Wallace,savannah-state,2018-19,G,5,0,4,.000,.000,.000,0.0,50.0,20.5
