ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,81,1,2021-11-09,Richmond,,Charlotte,REG (Non-Conf),L 45-63,,6,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
2,82,2,2021-11-13,Richmond,@,Hampton,REG (Non-Conf),W 96-47,,8,1,3,.333,1,2,.500,0,1,.000,.500,0,0,0,0,0,0,0,0,0,0,3,1.3,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
3,83,3,2021-11-18,Richmond,,Elon,REG (Non-Conf),L 50-71,,4,0,0,,0,0,,0,0,,,0,0,1,0,1,0,0,0,0,1,0,0.3,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
4,84,5,2021-11-26,Richmond,,Long Beach State,REG (Non-Conf),L 44-52,,12,0,1,.000,0,1,.000,0,0,,.000,0,0,1,1,2,0,0,0,2,0,0,-1.7,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
5,85,6,2021-11-28,Richmond,@,Virginia,REG (Non-Conf),W 74-65,,6,1,2,.500,1,2,.500,0,0,,.750,0,0,0,1,1,0,0,0,0,0,3,2.3,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
6,86,7,2021-12-01,Richmond,,Maryland Eastern Shore,REG (Non-Conf),W 69-59,,7,1,2,.500,1,2,.500,0,0,,.750,0,0,0,1,1,0,0,0,0,0,3,2.3,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
7,87,8,2021-12-04,Richmond,@,Ohio,REG (Non-Conf),L 89-98,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
8,88,9,2021-12-12,Richmond,,William & Mary,REG (Non-Conf),W 90-52,,9,1,2,.500,0,0,,1,2,.500,.500,0,0,0,0,0,0,0,0,0,0,2,1.0,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
9,89,10,2021-12-15,Richmond,@,Longwood,REG (Non-Conf),W 83-70,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
10,90,11,2021-12-19,Richmond,@,Florida Atlantic,REG (Non-Conf),W 81-63,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
11,91,18,2022-01-19,Richmond,@,George Mason,REG (Conf),W 78-64,,3,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
12,92,20,2022-01-26,Richmond,,Dayton,REG (Conf),L 57-80,,4,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,1,0,0,1,0,-0.1,Aniyah Carpenter,https://www.sports-reference.com/cbb/players/aniyah-carpenter-1.html,richmond,2021-22
