ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2024-11-04,Old Dominion,@,Ball State,REG (Non-Conf),L 46-60,,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
2,2,2,2024-11-09,Old Dominion,@,SMU,REG (Non-Conf),W 79-70,*,5,0,1,.000,0,1,.000,0,0,.000,0,0,,0,1,1,1,0,0,1,2,0,-1.5,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
3,3,3,2024-11-11,Old Dominion,,Morgan State,REG (Non-Conf),W 60-48,*,10,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,2,0,0,-1.0,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
4,4,4,2024-11-15,Old Dominion,,Bowie St.,REG (Non-Conf),W 77-50,,8,0,0,,0,0,,0,0,,0,2,.000,0,1,1,2,0,0,0,2,0,0.1,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
5,5,6,2024-11-26,Old Dominion,,William & Mary,REG (Non-Conf),W 63-39,,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
6,6,7,2024-11-28,Old Dominion,N,Ohio State,REG (Non-Conf),L 47-70,,6,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-1.1,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
7,7,8,2024-11-30,Old Dominion,N,Oakland,REG (Non-Conf),W 64-56,,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
8,8,9,2024-12-08,Old Dominion,@,NC State,REG (Non-Conf),L 55-86,,4,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
9,9,11,2024-12-17,Old Dominion,@,Howard,REG (Non-Conf),W 75-58,,3,0,0,,0,0,,0,0,,1,2,.500,0,1,1,1,0,0,0,0,1,1.6,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
10,10,12,2024-12-22,Old Dominion,,Virginia St.,REG (Non-Conf),W 68-58,,6,0,0,,0,0,,0,0,,4,5,.800,0,0,0,0,0,0,0,1,4,3.2,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
11,11,14,2025-01-02,Old Dominion,@,Southern Mississippi,REG (Conf),W 65-47,,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
12,12,17,2025-01-11,Old Dominion,,Marshall,REG (Conf),W 80-75,,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
13,13,30,2025-02-26,Old Dominion,@,Coastal Carolina,REG (Conf),W 81-65,,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
14,14,33,2025-03-22,Old Dominion,,Navy,WNIT,W 63-42,,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
15,15,34,2025-03-25,Old Dominion,@,Purdue Fort Wayne,WNIT,L 61-87,,2,0,1,.000,0,1,.000,0,0,.000,0,0,,0,0,0,1,0,0,0,1,0,-0.4,Sarai Estupi̱an,https://www.sports-reference.com/cbb/players/sarai-estupinan-1.html,old-dominion,2024-25
