ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2022-11-07,San Diego State,@,Stanford,REG (Non-Conf),L 48-86,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Natalija Grizelj,https://www.sports-reference.com/cbb/players/natalija-grizelj-1.html,san-diego-state,2022-23
2,2,2,2022-11-09,San Diego State,,San Diego Christ,REG (Non-Conf),W 81-30,,7,0,1,.000,0,1,.000,0,0,.000,0,0,0,2,2,0,0,0,2,0,0,-2.1,Natalija Grizelj,https://www.sports-reference.com/cbb/players/natalija-grizelj-1.html,san-diego-state,2022-23
3,3,3,2022-11-12,San Diego State,,Antelope Valley,REG (Non-Conf),W 95-41,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Natalija Grizelj,https://www.sports-reference.com/cbb/players/natalija-grizelj-1.html,san-diego-state,2022-23
4,4,6,2022-11-22,San Diego State,,Grambling State,REG (Non-Conf),W 66-41,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Natalija Grizelj,https://www.sports-reference.com/cbb/players/natalija-grizelj-1.html,san-diego-state,2022-23
5,5,7,2022-11-25,San Diego State,,Seattle,REG (Non-Conf),W 70-36,,2,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Natalija Grizelj,https://www.sports-reference.com/cbb/players/natalija-grizelj-1.html,san-diego-state,2022-23
6,6,13,2022-12-21,San Diego State,N,Georgia,REG (Non-Conf),L 44-63,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Natalija Grizelj,https://www.sports-reference.com/cbb/players/natalija-grizelj-1.html,san-diego-state,2022-23
7,7,14,2022-12-31,San Diego State,@,Utah State,REG (Conf),W 89-55,,2,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Natalija Grizelj,https://www.sports-reference.com/cbb/players/natalija-grizelj-1.html,san-diego-state,2022-23
8,8,22,2023-01-26,San Diego State,,Fresno State,REG (Conf),W 75-56,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Natalija Grizelj,https://www.sports-reference.com/cbb/players/natalija-grizelj-1.html,san-diego-state,2022-23
9,9,23,2023-01-28,San Diego State,,San Jose State,REG (Conf),W 59-39,,3,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Natalija Grizelj,https://www.sports-reference.com/cbb/players/natalija-grizelj-1.html,san-diego-state,2022-23
10,10,27,2023-02-11,San Diego State,@,San Jose State,REG (Conf),W 80-55,,4,0,2,.000,0,2,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Natalija Grizelj,https://www.sports-reference.com/cbb/players/natalija-grizelj-1.html,san-diego-state,2022-23
