ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,14,2,2023-11-12,Ohio State,,IUPUI,REG (Non-Conf),W 108-58,,12,2,4,.500,0,0,,2,4,.500,.500,0,0,0,2,2,0,0,0,1,1,4,1.2,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
2,15,3,2023-11-16,Ohio State,,Boston College,REG (Non-Conf),W 88-66,,10,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,2,0,0,0,0,0,0.7,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
3,16,4,2023-11-20,Ohio State,N,East Carolina,REG (Non-Conf),W 79-55,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
4,17,5,2023-11-22,Ohio State,N,Oklahoma State,REG (Non-Conf),W 75-57,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
5,18,6,2023-11-26,Ohio State,,Cornell,REG (Non-Conf),W 83-40,,16,0,2,.000,0,0,,0,2,.000,.000,0,0,1,1,2,1,0,0,1,2,0,-1.5,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
6,19,7,2023-12-03,Ohio State,@,Tennessee,REG (Non-Conf),W 78-58,,2,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-1.1,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
7,20,8,2023-12-05,Ohio State,,Ohio,REG (Non-Conf),W 85-45,,10,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,0,3,3,2,0,0,1,0,6,6.4,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
8,21,10,2023-12-15,Ohio State,,Grand Valley St.,REG (Non-Conf),W 73-49,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
9,22,12,2023-12-22,Ohio State,,Belmont,REG (Non-Conf),W 84-55,,2,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
10,23,14,2024-01-05,Ohio State,@,Northwestern,REG (Conf),W 90-60,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
11,24,15,2024-01-11,Ohio State,,Rutgers,REG (Conf),W 90-55,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,2,1,0,-3.1,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
12,25,21,2024-02-01,Ohio State,,Wisconsin,REG (Conf),W 87-49,,2,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,0,0,0,0,0,0,0,1,2,0.6,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
13,26,23,2024-02-08,Ohio State,@,Minnesota,REG (Conf),W 71-47,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
14,27,25,2024-02-14,Ohio State,,Nebraska,REG (Conf),W 80-47,,2,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
15,28,31,2024-03-22,Ohio State,,Maine,ROUND-64,W 80-57,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Kaia Henderson,https://www.sports-reference.com/cbb/players/kaia-henderson-1.html,ohio-state,2023-24
