ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,24,1,2023-11-08,Navy,,Susquehanna,REG (Non-Conf),W 78-37,,3,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,0,0,3,2.7,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
2,25,2,2023-11-10,Navy,@,Penn State,REG (Non-Conf),L 44-107,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
3,26,6,2023-11-26,Navy,,Abilene Christian,REG (Non-Conf),L 62-87,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
4,27,8,2023-12-03,Navy,,William & Mary,REG (Non-Conf),L 53-81,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
5,28,9,2023-12-08,Navy,@,Dartmouth,REG (Non-Conf),L 52-65,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
6,29,10,2023-12-19,Navy,,Goucher,REG (Non-Conf),W 105-50,,14,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,0,0,0,1,0,0,0,2,5,3.6,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
7,30,11,2023-12-30,Navy,@,Albany (NY),REG (Non-Conf),L 56-87,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
8,31,12,2024-01-03,Navy,@,Boston University,REG (Conf),L 51-62,,0,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,1,0,0,1,0,-0.1,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
9,32,14,2024-01-10,Navy,,Holy Cross,REG (Conf),L 54-69,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
10,33,16,2024-01-17,Navy,@,Lehigh,REG (Conf),L 65-81,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
11,34,17,2024-01-20,Navy,,Army,REG (Conf),L 51-66,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
12,35,18,2024-01-24,Navy,,Bucknell,REG (Conf),W 59-48,,6,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
13,36,19,2024-01-27,Navy,@,Loyola (MD),REG (Conf),L 67-70,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
14,37,20,2024-01-31,Navy,,Lehigh,REG (Conf),W 62-46,,10,0,1,.000,0,0,,0,1,.000,.000,0,0,1,0,1,0,0,0,0,1,0,-0.4,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
15,38,21,2024-02-03,Navy,,Colgate,REG (Conf),W 59-58,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
16,39,22,2024-02-10,Navy,@,Army,REG (Conf),L 58-70,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
17,40,23,2024-02-14,Navy,@,American,REG (Conf),W 69-55,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
18,41,24,2024-02-17,Navy,,Boston University,REG (Conf),L 60-69,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
19,42,28,2024-03-02,Navy,,American,REG (Conf),W 73-57,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
20,43,30,2024-03-09,Navy,,Lafayette,CTOURN,W 67-45,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kelli Giuliani,https://www.sports-reference.com/cbb/players/kelli-giuliani-1.html,navy,2023-24
