ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2021-11-13,Manhattan,,Army,REG (Non-Conf),W 75-55,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Galunic,https://www.sports-reference.com/cbb/players/helena-galunic-1.html,manhattan,2021-22
2,2,3,2021-11-19,Manhattan,,Florida Gulf Coast,REG (Non-Conf),L 57-88,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Galunic,https://www.sports-reference.com/cbb/players/helena-galunic-1.html,manhattan,2021-22
3,3,9,2021-12-11,Manhattan,@,Dartmouth,REG (Non-Conf),W 56-44,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Galunic,https://www.sports-reference.com/cbb/players/helena-galunic-1.html,manhattan,2021-22
4,4,10,2021-12-19,Manhattan,@,Niagara,REG (Conf),L 70-73,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Galunic,https://www.sports-reference.com/cbb/players/helena-galunic-1.html,manhattan,2021-22
5,5,11,2021-12-21,Manhattan,@,Canisius,REG (Conf),W 85-63,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Galunic,https://www.sports-reference.com/cbb/players/helena-galunic-1.html,manhattan,2021-22
6,6,13,2022-01-08,Manhattan,,Marist,REG (Conf),W 72-45,,2,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,1,1,0,0,0,0,0,2,2.0,Helena Galunic,https://www.sports-reference.com/cbb/players/helena-galunic-1.html,manhattan,2021-22
7,7,16,2022-01-20,Manhattan,@,Fairfield,REG (Conf),L 55-70,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Galunic,https://www.sports-reference.com/cbb/players/helena-galunic-1.html,manhattan,2021-22
8,8,20,2022-01-30,Manhattan,,Monmouth,REG (Conf),W 73-57,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Galunic,https://www.sports-reference.com/cbb/players/helena-galunic-1.html,manhattan,2021-22
9,9,21,2022-02-03,Manhattan,,Saint Peter's,REG (Conf),W 65-45,,7,0,2,.000,0,0,0,2,.000,.000,0,0,2,0,2,0,2,0,2,3,0,-1.2,Helena Galunic,https://www.sports-reference.com/cbb/players/helena-galunic-1.html,manhattan,2021-22
10,10,25,2022-02-17,Manhattan,,Canisius,REG (Conf),W 86-62,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helena Galunic,https://www.sports-reference.com/cbb/players/helena-galunic-1.html,manhattan,2021-22
