ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,37,1,2021-11-09,Manhattan,,St. Francis Brooklyn,REG (Non-Conf),W 74-66,,10,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,1,0,0,2,2,2,-0.4,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
2,38,2,2021-11-13,Manhattan,,Army,REG (Non-Conf),W 75-55,,7,0,0,,0,0,0,0,,,0,0,0,2,2,0,1,0,1,1,0,0.2,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
3,39,3,2021-11-19,Manhattan,,Florida Gulf Coast,REG (Non-Conf),L 57-88,,21,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,1,1,0,-1.8,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
4,40,4,2021-11-20,Manhattan,@,Stetson,REG (Non-Conf),L 55-57,,19,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,1,1,0,0,0,1.0,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
5,41,5,2021-11-24,Manhattan,@,LIU,REG (Non-Conf),W 61-52,,15,0,3,.000,0,0,0,3,.000,.000,0,0,2,1,3,0,1,0,2,0,0,-1.4,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
6,42,6,2021-11-28,Manhattan,,Fairleigh Dickinson,REG (Non-Conf),W 69-55,,4,0,0,,0,0,0,0,,,0,0,0,1,1,1,0,0,0,0,0,1.0,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
7,43,7,2021-12-01,Manhattan,@,Wagner,REG (Non-Conf),L 50-54,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
8,44,8,2021-12-08,Manhattan,@,Fordham,REG (Non-Conf),L 63-65,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
9,45,9,2021-12-11,Manhattan,@,Dartmouth,REG (Non-Conf),W 56-44,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
10,46,10,2021-12-19,Manhattan,@,Niagara,REG (Conf),L 70-73,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
11,47,11,2021-12-21,Manhattan,@,Canisius,REG (Conf),W 85-63,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,1,1,2,0,0,0,0,0,2,2.7,Christina Katsamouri,https://www.sports-reference.com/cbb/players/christina-katsamouri-1.html,manhattan,2021-22
