ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,19,1,2023-11-06,UMBC,@,Towson,REG (Non-Conf),L 72-76,,11,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,1,1,2,0,-0.4,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
2,20,2,2023-11-08,UMBC,,Gettysburg,REG (Non-Conf),W 90-83 (4OT),,6,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
3,21,4,2023-11-15,UMBC,,Loyola (MD),REG (Non-Conf),L 48-49,,9,0,0,,0,0,0,0,,,0,0,1,2,3,0,0,0,1,2,0,-0.5,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
4,22,5,2023-11-22,UMBC,@,Oregon State,REG (Non-Conf),L 52-88,,15,0,0,,0,0,0,0,,,0,0,0,1,1,0,1,0,0,2,0,0.5,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
5,23,6,2023-11-26,UMBC,@,Maryland Eastern Shore,REG (Non-Conf),L 54-70,*,12,0,0,,0,0,0,0,,,0,0,0,1,1,1,1,3,1,0,0,3.1,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
6,24,7,2023-11-29,UMBC,,Lafayette,REG (Non-Conf),L 53-59,*,10,0,0,,0,0,0,0,,,0,0,0,2,2,0,1,0,1,1,0,0.2,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
7,25,8,2023-12-03,UMBC,@,Manhattan,REG (Non-Conf),L 52-68,*,12,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,1,0,0,0,0,0,0.0,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
8,26,9,2023-12-05,UMBC,,B&S Syracuse,REG (Non-Conf),W 92-55,,5,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
9,27,11,2023-12-20,UMBC,@,American,REG (Non-Conf),W 60-59,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
10,28,12,2023-12-29,UMBC,,Saint Francis (PA),REG (Non-Conf),W 85-53,,6,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
11,29,14,2024-01-06,UMBC,@,Bryant,REG (Conf),W 64-63,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
12,30,17,2024-01-18,UMBC,@,Maine,REG (Conf),L 47-76,,6,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0.7,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
13,31,18,2024-01-20,UMBC,@,New Hampshire,REG (Conf),L 37-56,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
14,32,24,2024-02-15,UMBC,,Binghamton,REG (Conf),L 44-52,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
15,33,25,2024-02-17,UMBC,@,Albany (NY),REG (Conf),L 56-58,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,3,0,-1.2,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
16,34,26,2024-02-22,UMBC,,Maine,REG (Conf),W 67-59,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
17,35,28,2024-02-29,UMBC,,NJIT,REG (Conf),L 76-77 (OT),,4,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,1,0,0,-0.7,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
18,36,29,2024-03-08,UMBC,@,Vermont,CTOURN,L 41-54,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maryama Turkstra,https://www.sports-reference.com/cbb/players/maryama-turkstra-1.html,maryland-baltimore-county,2023-24
