ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,66,1,2022-11-07,Tulane,,Grambling State,REG (Non-Conf),W 72-46,*,19,2,6,.333,0,0,2,6,.333,.333,0,0,,1,8,9,1,0,1,2,0,4,3.1,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
2,67,2,2022-11-10,Tulane,,Alabama,REG (Non-Conf),L 61-72,*,18,2,8,.250,0,0,2,8,.250,.250,0,0,,3,1,4,0,0,0,1,1,4,0.2,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
3,68,3,2022-11-17,Tulane,@,South Alabama,REG (Non-Conf),W 79-46,,13,2,5,.400,0,0,2,5,.400,.400,1,2,.500,2,3,5,0,2,0,1,2,5,4.4,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
4,69,4,2022-11-20,Tulane,,Sam Houston State,REG (Non-Conf),W 90-51,,16,1,3,.333,0,0,1,3,.333,.333,0,0,,0,2,2,2,0,2,0,2,2,2.9,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
5,70,5,2022-11-24,Tulane,N,Northern Iowa,REG (Non-Conf),L 60-82,,15,0,3,.000,0,0,0,3,.000,.000,0,0,,0,4,4,0,0,1,0,0,0,-0.2,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
6,71,6,2022-11-25,Tulane,N,Central Michigan,REG (Non-Conf),W 78-66,,27,6,7,.857,0,0,6,7,.857,.857,1,2,.500,2,4,6,1,0,0,2,1,13,11.0,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
7,72,7,2022-11-30,Tulane,,New Orleans,REG (Non-Conf),W 90-37,,15,2,2,1.000,0,0,2,2,1.000,1.000,2,2,1.000,2,6,8,0,0,0,0,1,6,8.2,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
8,73,8,2022-12-04,Tulane,,Louisiana State,REG (Non-Conf),L 72-85,,5,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,2,3,0,-3.9,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
9,74,9,2022-12-07,Tulane,@,Troy,REG (Non-Conf),W 103-100 (2OT),,27,4,9,.444,0,0,4,9,.444,.444,1,4,.250,3,5,8,1,2,2,2,4,9,7.2,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
10,75,10,2022-12-11,Tulane,,Southern,REG (Non-Conf),W 67-52,,13,0,0,,0,0,0,0,,,0,0,,2,3,5,1,0,1,2,2,0,0.9,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
11,76,11,2022-12-20,Tulane,,Saint Francis (PA),REG (Non-Conf),W 84-41,,17,2,6,.333,0,0,2,6,.333,.333,2,5,.400,8,5,13,0,0,1,1,1,6,7.8,Anijah Grant,https://www.sports-reference.com/cbb/players/anijah-grant-1.html,tulane,2022-23
