ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,43,1,2024-11-08,Oregon State,@,Colorado State,REG (Non-Conf),L 59-65,,18,4,6,.667,0,0,4,6,.667,.667,0,0,,2,4,6,2,0,0,3,1,8,6.0,Sela Heide,https://www.sports-reference.com/cbb/players/sela-heide-1.html,oregon-state,2024-25
2,44,2,2024-11-12,Oregon State,,NW Nazarene,REG (Non-Conf),W 80-52,*,23,11,12,.917,0,0,11,12,.917,.917,4,5,.800,2,9,11,0,0,1,1,0,26,25.4,Sela Heide,https://www.sports-reference.com/cbb/players/sela-heide-1.html,oregon-state,2024-25
3,45,3,2024-11-16,Oregon State,N,Minnesota,REG (Non-Conf),L 38-73,*,20,2,3,.667,0,0,2,3,.667,.667,0,0,,1,6,7,0,0,0,2,2,4,2.4,Sela Heide,https://www.sports-reference.com/cbb/players/sela-heide-1.html,oregon-state,2024-25
4,46,4,2024-11-17,Oregon State,@,Arizona State,REG (Non-Conf),L 60-79,*,21,3,6,.500,0,0,3,6,.500,.500,0,0,,2,6,8,0,1,1,2,1,6,5.5,Sela Heide,https://www.sports-reference.com/cbb/players/sela-heide-1.html,oregon-state,2024-25
5,47,5,2024-11-22,Oregon State,@,Illinois,REG (Non-Conf),L 66-85,*,18,4,6,.667,0,0,4,6,.667,.667,1,1,1.000,4,2,6,2,0,1,2,3,9,8.7,Sela Heide,https://www.sports-reference.com/cbb/players/sela-heide-1.html,oregon-state,2024-25
6,48,6,2024-11-25,Oregon State,N,Connecticut,REG (Non-Conf),L 52-71,*,26,2,4,.500,0,0,2,4,.500,.500,0,0,,1,4,5,1,0,2,1,1,4,4.6,Sela Heide,https://www.sports-reference.com/cbb/players/sela-heide-1.html,oregon-state,2024-25
7,49,7,2024-11-27,Oregon State,N,Boston College,REG (Non-Conf),W 54-49,*,13,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,1,1,2,0,0,1,3,1,2,0.0,Sela Heide,https://www.sports-reference.com/cbb/players/sela-heide-1.html,oregon-state,2024-25
8,50,8,2024-12-03,Oregon State,,Grambling State,REG (Non-Conf),W 63-56,,25,7,7,1.000,0,0,7,7,1.000,1.000,2,3,.667,5,7,12,0,1,8,2,3,16,22.5,Sela Heide,https://www.sports-reference.com/cbb/players/sela-heide-1.html,oregon-state,2024-25
9,51,9,2024-12-05,Oregon State,@,Pacific,REG (Conf),L 63-66 (OT),,28,6,7,.857,0,0,6,7,.857,.857,2,4,.500,1,2,3,1,0,2,2,1,14,11.7,Sela Heide,https://www.sports-reference.com/cbb/players/sela-heide-1.html,oregon-state,2024-25
10,52,10,2024-12-15,Oregon State,,UC Irvine,REG (Non-Conf),L 48-60,,12,2,4,.500,0,0,2,4,.500,.500,0,0,,1,2,3,0,0,0,2,3,4,0.1,Sela Heide,https://www.sports-reference.com/cbb/players/sela-heide-1.html,oregon-state,2024-25
