ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2021-11-13,Georgia Southern,,Fort Valley St.,REG (Non-Conf),W 99-71,,7,1,3,.333,1,3,.333,0,0,.500,1,1,1.000,0,0,0,1,0,0,0,1,4,2.6,Hannah Fuller,https://www.sports-reference.com/cbb/players/hannah-fuller-2.html,georgia-southern,2021-22
2,2,5,2021-11-22,Georgia Southern,@,San Diego Christ,REG (Non-Conf),W 100-60,,11,1,4,.250,1,4,.250,0,0,.375,0,0,,0,0,0,1,0,0,0,4,3,-0.3,Hannah Fuller,https://www.sports-reference.com/cbb/players/hannah-fuller-2.html,georgia-southern,2021-22
3,3,10,2021-12-13,Georgia Southern,,Carver,REG (Non-Conf),W 133-15,,12,1,1,1.000,1,1,1.000,0,0,1.500,0,0,,0,2,2,0,0,0,0,1,3,2.9,Hannah Fuller,https://www.sports-reference.com/cbb/players/hannah-fuller-2.html,georgia-southern,2021-22
4,4,11,2021-12-17,Georgia Southern,@,Kennesaw State,REG (Non-Conf),L 71-72,,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Hannah Fuller,https://www.sports-reference.com/cbb/players/hannah-fuller-2.html,georgia-southern,2021-22
5,5,13,2021-12-30,Georgia Southern,,Arkansas State,REG (Conf),W 84-75,,2,1,2,.500,1,2,.500,0,0,.750,0,0,,0,0,0,0,0,0,1,1,3,0.6,Hannah Fuller,https://www.sports-reference.com/cbb/players/hannah-fuller-2.html,georgia-southern,2021-22
6,6,18,2022-01-27,Georgia Southern,,Troy,REG (Conf),L 72-78,,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Hannah Fuller,https://www.sports-reference.com/cbb/players/hannah-fuller-2.html,georgia-southern,2021-22
7,7,25,2022-02-24,Georgia Southern,@,Louisiana–Monroe,REG (Conf),W 83-68,,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Hannah Fuller,https://www.sports-reference.com/cbb/players/hannah-fuller-2.html,georgia-southern,2021-22
